100,7,18
3827,2829,3570,6059,1988,4534,4240
0,56,67,33,72,43,26,18
63,79,0,58,98,92,29,41
87,67,17,0,0,0,81,29
0,44,84,88,81,72,34,44
0,20,0,0,54,0,98,42
59,20,20,46,0,62,27,16
93,28,0,0,0,53,36,45
0,61,99,0,0,35,0,40
51,95,0,53,32,83,88,26
68,82,37,76,85,0,97,19
70,63,0,16,75,12,28,35
11,57,0,89,0,10,63,34
0,69,0,38,50,62,76,49
74,31,0,45,0,36,17,46
0,19,73,12,0,10,19,23
57,79,14,28,27,80,17,28
0,13,50,50,36,49,40,35
86,63,30,78,97,26,23,10
0,43,67,62,0,98,55,15
73,78,0,0,25,51,85,41
66,64,34,61,14,89,76,49
0,33,0,43,36,94,19,41
60,85,0,49,0,91,89,44
69,75,59,0,0,19,54,7
19,100,0,63,51,100,86,36
27,19,0,0,22,0,28,18
0,99,0,79,89,28,71,44
59,32,39,17,42,91,19,19
81,91,0,22,0,38,78,31
39,72,67,31,44,36,46,36
0,31,0,99,82,54,35,33
0,34,74,39,25,18,0,6
0,100,0,0,74,57,86,17
58,72,0,60,85,0,62,21
0,54,61,71,56,33,98,32
0,60,73,0,63,28,82,25
0,44,0,0,0,49,38,19
0,15,45,63,46,56,81,41
78,91,0,0,0,19,45,28
62,73,44,0,86,55,75,23
0,77,14,98,0,31,24,24
0,43,0,78,0,0,13,30
47,79,46,59,66,12,95,42
0,14,47,13,0,77,73,37
0,52,37,0,56,11,82,25
22,31,0,71,0,48,18,29
0,37,55,44,0,39,35,47
45,39,0,0,0,43,0,11
21,61,0,0,48,0,27,24
0,61,15,58,96,65,24,1
68,39,0,71,0,20,68,45
0,33,0,51,42,45,53,19
0,91,32,51,74,76,28,9
0,59,0,0,0,63,23,12
53,45,64,94,14,14,12,20
47,87,0,26,54,29,87,3
0,88,0,18,35,82,77,20
0,77,52,43,0,92,56,4
39,49,0,0,0,59,39,4
16,24,0,0,0,45,36,43
0,17,0,90,56,58,86,33
0,20,99,32,17,31,25,9
92,38,93,91,32,69,12,13
0,75,11,0,0,50,10,32
16,48,0,76,0,27,28,17
19,93,0,52,92,0,28,1
0,24,87,79,70,0,20,3
15,51,38,0,65,68,55,38
0,28,33,63,72,16,97,7
98,44,0,20,0,63,42,33
62,51,31,80,54,44,14,22
0,36,0,28,0,84,36,48
0,58,0,58,0,38,93,4
84,49,0,0,78,0,81,37
19,52,34,24,0,71,73,15
0,95,22,27,12,90,82,47
0,77,0,13,60,74,58,23
14,43,0,0,45,52,81,38
77,22,43,19,49,30,95,22
43,40,25,71,28,32,94,1
14,59,0,64,0,46,59,2
0,46,11,89,18,26,22,48
11,35,75,80,0,41,0,35
0,34,55,31,43,99,79,2
0,58,40,0,0,80,55,17
88,40,95,49,0,22,29,39
73,63,66,46,41,61,86,37
0,30,0,0,92,22,22,20
96,65,29,84,55,11,28,14
20,63,0,46,49,24,71,8
0,21,61,99,91,77,44,29
89,80,63,31,40,63,67,35
0,89,0,99,35,97,28,2
0,25,99,77,84,41,49,47
49,20,0,41,69,15,85,40
23,80,0,56,61,60,78,11
97,75,56,55,0,0,34,37
56,18,52,41,19,98,95,13
97,12,25,85,14,15,0,24
0,60,50,92,48,37,69,17
