40,11,25
1024,770,555,788,1196,1737,847,944,832,653,2206
54,0,0,69,89,0,77,49,16,0,60,17
0,0,0,95,89,0,96,70,94,0,0,17
0,0,0,50,0,60,0,26,30,0,31,23
0,10,27,22,0,41,97,39,77,90,0,5
0,31,0,78,0,96,88,98,86,0,44,33
0,41,78,83,0,47,85,74,0,56,0,8
0,0,0,12,0,94,0,85,0,89,63,4
17,98,87,74,0,0,90,47,0,0,88,6
31,0,0,82,28,29,0,77,40,96,0,16
16,30,0,52,71,0,0,10,0,0,56,42
0,43,0,70,31,38,60,68,99,0,0,17
0,0,32,42,0,36,0,31,0,62,69,1
51,0,0,25,88,0,0,13,0,74,75,45
38,0,72,59,54,0,0,92,77,30,0,36
81,97,31,33,35,12,0,58,71,43,0,18
23,99,0,40,0,0,0,34,0,25,0,12
0,0,92,19,29,23,62,74,100,0,0,37
0,0,0,88,0,82,27,50,42,48,0,23
0,0,0,13,0,18,10,81,14,23,0,24
90,72,60,23,72,37,0,88,76,0,0,24
0,0,51,66,0,77,0,33,78,26,0,43
0,35,0,14,0,58,88,22,0,0,61,49
0,34,0,15,0,76,0,56,54,0,10,49
98,44,23,91,97,0,10,11,13,0,87,26
0,0,0,73,0,40,0,20,0,49,84,39
0,0,0,64,72,0,66,99,53,0,0,22
54,0,0,48,0,86,27,100,0,0,0,6
62,0,0,16,73,0,0,29,0,75,0,20
81,77,95,86,0,89,23,26,0,94,0,1
0,0,99,89,96,84,14,24,98,70,28,30
0,24,0,54,96,0,76,67,39,0,15,21
0,0,73,48,0,82,90,92,64,0,0,25
58,0,0,61,0,95,69,24,10,0,0,18
69,0,0,40,0,75,0,99,0,33,11,33
82,0,67,15,46,40,0,92,0,98,0,39
0,0,0,22,48,65,42,40,15,0,89,34
0,0,42,16,0,59,63,55,0,0,0,35
0,93,0,10,57,0,45,73,25,0,59,47
0,26,0,37,0,15,99,13,69,58,75,11
53,17,32,42,0,28,96,17,72,0,96,22
