40,11,22
2332,1843,1060,1493,1827,1212,2652,1075,1329,1210,723
94,70,37,16,80,0,67,0,93,0,27,16
0,71,39,0,0,67,30,69,0,89,99,26
14,30,30,0,0,56,39,53,0,0,76,49
76,0,37,92,86,0,0,0,0,0,46,4
93,0,0,48,0,0,57,0,97,99,85,2
22,77,0,37,0,0,68,27,0,0,51,18
69,61,41,97,0,0,0,0,0,57,100,23
35,25,80,57,0,0,17,0,0,48,57,6
39,41,37,22,45,30,11,80,28,0,18,19
0,62,53,77,0,41,90,63,33,96,57,12
47,90,91,99,83,0,56,0,0,68,85,30
16,46,0,20,65,70,47,0,0,57,52,15
0,0,37,0,0,16,31,0,76,40,92,10
19,99,0,60,14,0,0,0,0,52,59,26
86,20,21,100,0,0,23,46,0,15,93,49
61,68,38,55,21,51,40,69,99,45,77,16
15,0,18,29,86,80,67,16,0,91,80,28
100,29,41,92,65,0,67,10,0,35,59,26
0,41,49,0,51,0,10,0,0,39,25,24
93,88,84,0,22,90,23,46,0,0,76,2
69,75,42,47,46,0,84,0,0,0,91,11
48,69,88,51,0,0,62,0,64,0,62,25
82,45,69,33,0,28,31,57,37,0,46,3
93,21,49,93,0,22,34,0,0,0,82,42
77,97,0,69,0,23,57,0,0,39,50,28
0,41,50,57,78,0,0,85,89,0,60,24
86,68,0,0,64,18,0,0,0,99,81,43
46,91,26,21,0,0,61,19,0,0,90,13
86,89,0,0,87,0,88,78,65,93,13,1
0,82,93,60,96,48,99,54,90,0,96,35
19,97,30,0,0,50,99,0,0,14,58,32
73,68,73,0,14,0,97,0,0,86,41,14
67,73,0,76,20,0,61,68,46,93,43,8
15,18,32,0,0,0,0,28,0,0,71,27
84,85,70,25,57,19,44,37,0,0,35,14
85,81,81,25,0,24,91,12,0,86,28,24
33,72,94,15,93,55,84,0,96,0,77,43
71,92,22,22,33,0,28,99,20,13,15,40
56,0,67,76,0,65,0,53,0,15,52,19
58,64,33,0,51,0,98,20,99,79,53,21
