20,12,63
672,989,1193,1064,918,986,862,495,1020,816,660,310
25,89,0,52,77,56,92,0,66,24,95,67,10
43,0,51,28,0,71,57,15,39,0,25,12,46
0,43,37,45,10,0,83,81,40,0,0,79,7
0,65,85,45,93,45,17,63,0,49,0,47,29
0,55,0,42,0,0,90,0,0,24,0,30,32
90,87,74,24,49,36,72,52,25,53,91,17,36
0,14,94,0,11,0,44,11,91,0,78,63,12
37,64,48,18,70,22,60,54,73,98,12,58,41
0,0,88,21,33,92,0,98,77,0,0,96,49
0,0,0,0,35,56,91,49,61,48,96,100,41
44,49,20,82,0,31,20,27,69,98,31,29,9
0,40,82,25,100,92,47,72,96,87,58,67,20
27,96,31,72,30,37,59,0,95,78,84,86,36
0,95,0,84,38,0,21,22,65,0,30,17,12
0,58,23,0,23,42,0,14,30,75,0,69,5
53,36,84,83,80,67,60,15,56,72,56,11,5
0,0,0,66,66,77,68,0,25,12,0,36,22
82,20,88,78,0,54,23,43,62,0,55,0,35
72,39,45,0,51,27,0,27,58,92,0,57,35
78,70,0,87,98,66,41,0,99,20,45,31,10
