80,7,20
4575,3297,2892,3630,5601,5426,1255
48,65,67,18,66,13,41,24
90,37,24,0,40,0,69,25
27,43,45,29,27,60,64,14
61,85,100,68,13,90,0,27
0,15,62,0,44,89,93,3
29,10,74,83,97,96,59,50
100,14,86,11,66,0,58,29
61,92,0,58,46,77,0,18
78,69,59,100,73,42,26,5
48,18,38,87,84,86,62,19
93,60,54,17,54,30,72,5
0,66,61,0,30,90,40,5
43,34,71,25,81,52,56,26
55,20,33,0,81,0,23,7
69,51,0,66,61,73,71,17
57,80,0,100,59,95,53,19
20,21,96,14,47,0,91,45
100,43,100,11,20,92,92,38
26,59,55,70,55,27,77,24
44,13,99,80,53,0,0,4
14,89,0,0,100,0,11,2
0,35,47,22,51,82,19,34
59,63,0,11,74,90,0,13
0,77,56,30,23,82,66,22
68,69,0,44,72,0,71,22
37,78,91,10,80,94,0,16
90,88,91,70,65,58,0,42
64,100,17,0,89,0,83,42
40,99,90,39,23,65,44,31
46,88,0,70,45,0,56,31
30,32,41,24,89,15,64,33
18,76,57,0,45,76,73,38
69,83,0,63,69,35,49,31
61,87,12,69,27,31,19,25
75,17,51,0,66,35,21,43
23,10,68,0,36,43,61,14
15,73,0,53,18,62,36,5
71,52,0,75,70,81,61,2
91,69,78,0,16,42,22,34
70,21,15,18,32,85,59,8
86,12,70,15,92,0,42,32
0,66,35,75,17,30,0,29
63,92,71,97,12,0,68,44
28,24,63,27,62,50,67,49
33,33,28,0,25,10,66,42
85,77,40,0,50,29,92,31
0,53,44,0,88,0,51,33
0,38,24,30,21,32,22,13
0,21,46,39,81,56,90,18
93,28,66,48,46,100,0,40
100,57,78,66,78,27,13,8
97,82,10,65,94,97,99,38
14,56,62,49,36,76,14,18
33,79,41,0,45,0,52,35
48,49,93,77,63,0,61,26
34,86,42,93,64,0,97,34
29,49,13,39,22,36,73,48
27,77,91,34,27,42,49,7
53,59,96,75,80,98,38,2
100,95,55,29,59,93,0,48
21,91,0,78,89,96,30,45
29,25,81,97,86,0,81,16
72,71,33,56,44,20,56,2
44,81,0,58,22,77,43,11
39,13,0,13,92,0,86,2
29,31,0,87,87,0,0,30
48,85,73,31,76,94,62,10
68,77,34,23,20,45,44,34
92,62,73,35,83,36,52,30
77,10,60,90,46,83,52,18
29,77,0,72,67,56,91,41
15,88,50,57,97,17,0,45
52,24,20,72,20,0,0,12
56,44,0,0,19,0,71,37
0,51,26,10,74,70,85,14
54,80,91,90,74,90,33,14
0,56,44,30,51,74,28,14
56,17,65,72,13,100,0,14
18,38,0,79,85,20,99,26
45,70,32,50,60,87,58,39
