60,8,52
3987,2251,4673,2883,1812,919,2181,2555
88,95,28,16,27,90,17,40,35
41,0,60,51,15,0,25,90,29
31,0,35,62,58,0,23,22,3
75,72,32,26,51,37,47,95,17
26,0,88,96,0,18,0,44,11
70,46,79,0,39,54,0,43,10
74,0,29,0,80,61,44,47,29
75,75,100,42,35,0,43,97,13
92,0,80,41,89,0,0,64,3
47,35,23,47,30,35,70,44,11
44,48,76,0,95,34,0,30,25
34,99,95,39,92,0,64,98,43
58,10,37,99,99,31,85,80,10
15,0,43,0,86,82,93,12,24
23,41,29,51,0,0,29,51,14
51,0,27,52,36,0,0,48,15
69,26,20,70,86,0,15,61,10
96,69,53,41,61,0,93,90,12
94,13,73,0,49,0,93,75,50
15,0,89,51,0,0,26,37,42
32,0,39,74,27,0,71,80,7
46,67,89,66,85,0,61,30,23
50,0,74,33,14,0,13,42,41
73,18,67,41,19,0,82,25,2
29,96,19,23,45,17,17,97,35
85,0,35,19,43,0,14,35,7
14,0,58,76,86,68,84,55,47
85,20,89,93,13,0,15,88,30
61,99,47,43,48,0,53,11,23
0,0,82,13,12,36,56,75,24
0,0,96,57,54,0,59,37,37
33,0,93,0,54,0,26,15,27
61,33,99,70,25,0,0,50,24
0,59,37,31,70,0,0,78,30
71,21,30,10,13,0,64,97,20
21,0,55,0,10,56,52,100,16
0,22,11,0,64,0,45,45,18
68,95,46,68,78,61,0,39,6
82,77,48,0,88,83,39,44,35
13,0,11,79,15,40,31,15,38
98,67,46,99,32,0,91,37,34
85,12,20,67,63,11,0,57,8
97,94,82,0,0,23,59,92,28
100,96,67,74,96,0,93,82,41
40,0,12,37,76,94,28,93,34
73,72,95,64,100,0,52,73,50
27,73,91,83,0,0,46,59,27
95,11,30,29,0,0,85,14,41
28,0,70,94,13,56,0,33,40
22,67,12,75,28,72,13,89,18
12,10,41,61,94,0,21,23,13
0,83,12,64,95,16,65,21,22
63,0,84,0,67,47,28,53,22
71,17,61,67,58,10,38,95,30
89,96,27,15,50,91,65,84,40
0,0,90,34,57,0,98,88,10
62,41,80,91,66,21,0,78,47
47,0,91,0,73,0,87,81,17
36,94,72,65,72,0,10,74,30
11,0,89,61,50,19,28,85,27
