60,12,9
2337,2203,3400,2366,2519,2305,1643,1674,1999,1562,2193,1009
21,0,60,43,90,74,96,0,94,14,89,22,40
99,41,42,60,80,0,39,0,18,96,0,0,3
97,0,63,0,40,0,0,0,0,0,48,12,50
0,67,35,27,33,68,47,37,35,63,86,65,39
52,0,0,0,94,89,19,45,44,32,69,0,37
91,0,0,52,70,27,47,53,82,0,70,0,22
58,59,85,0,0,0,0,0,0,47,76,0,31
65,21,12,93,0,0,0,64,39,0,63,99,35
0,27,82,47,0,0,76,90,51,0,43,0,47
0,100,13,64,0,24,0,61,0,34,91,41,18
23,50,0,0,33,49,68,93,53,0,38,0,37
0,0,0,64,17,0,0,60,25,77,66,0,32
11,0,43,72,78,68,43,39,66,0,77,72,50
26,0,0,28,0,26,16,0,37,0,98,49,16
0,54,68,0,93,90,0,0,31,0,24,52,22
52,0,93,0,40,0,0,0,95,0,80,68,21
64,0,34,0,54,85,0,24,56,0,0,0,43
0,95,78,95,0,95,50,17,0,25,14,0,36
54,62,70,0,0,0,48,0,0,43,13,75,33
18,0,80,89,0,26,62,42,0,0,43,13,11
0,38,0,33,0,63,0,0,45,74,13,0,42
58,22,55,36,30,0,50,0,66,0,80,39,31
0,0,98,79,49,0,0,0,0,0,39,46,22
21,0,41,44,48,0,68,73,37,0,78,0,34
24,0,69,0,82,0,87,82,0,16,91,81,8
93,0,0,0,39,32,40,47,0,75,34,92,6
22,0,23,55,57,67,38,64,61,98,10,59,23
75,40,89,27,74,0,41,41,0,0,30,28,46
0,23,13,63,81,60,34,0,0,61,55,44,28
0,0,37,0,10,0,0,61,0,0,27,33,43
15,0,22,35,26,43,0,57,0,78,10,44,33
0,52,31,0,73,0,26,30,16,0,0,31,13
45,0,0,37,57,35,37,76,0,63,41,63,8
50,75,25,47,0,91,93,14,0,0,42,0,25
29,47,37,39,0,46,0,80,0,0,36,91,49
58,76,67,28,82,0,33,0,85,0,39,0,9
13,58,0,84,98,0,69,41,81,0,0,96,26
14,0,75,88,0,75,36,96,0,76,59,19,43
0,54,76,53,0,97,0,29,56,13,81,81,41
0,69,0,49,15,55,42,95,66,64,64,97,35
84,26,14,42,0,55,0,92,0,55,31,13,23
56,49,10,77,30,64,0,19,85,0,23,100,27
0,0,45,0,85,21,14,0,99,77,83,13,21
50,88,0,0,0,87,98,0,32,0,25,0,21
49,90,81,0,0,0,94,18,0,0,73,0,42
23,68,79,76,84,0,46,37,0,14,57,14,6
49,27,0,0,36,34,0,93,32,0,22,55,16
0,0,0,29,0,0,54,48,18,0,41,69,26
18,10,97,85,73,15,18,45,38,48,81,0,44
72,0,50,0,26,22,49,0,10,18,40,46,12
40,43,0,0,0,0,0,61,0,41,79,0,35
0,58,66,0,100,13,0,60,0,79,42,0,45
0,99,69,0,82,45,0,40,96,0,0,20,35
66,74,0,0,0,56,0,0,79,56,34,60,10
72,0,81,15,0,79,0,49,0,0,50,87,41
25,16,87,0,0,0,0,0,60,60,85,94,36
0,62,21,0,92,0,56,0,0,85,85,0,36
15,36,81,56,80,48,0,86,56,77,28,0,35
0,80,0,66,11,0,0,0,72,0,80,0,50
15,0,61,36,26,93,35,0,92,0,32,37,19
