60,16,36
2432,1569,1816,2493,1826,2626,4210,4291,2617,2287,1119,2752,1565,2282,1077,1152
90,0,0,0,0,13,87,82,31,94,69,92,11,29,0,64,28
94,0,44,52,0,89,45,0,47,89,0,28,0,22,30,0,28
0,0,0,40,44,0,76,47,83,82,22,44,0,96,0,75,25
62,0,0,20,0,50,47,94,0,82,99,78,82,36,0,0,46
0,0,49,0,0,85,100,61,73,0,74,81,42,87,31,0,30
35,62,0,42,0,51,96,31,52,28,60,90,0,51,58,17,7
63,0,0,63,0,59,53,86,84,22,0,77,79,26,65,0,42
87,0,68,46,67,77,20,0,0,18,0,81,0,82,24,76,25
93,0,61,0,0,10,11,56,72,47,0,86,0,45,0,0,22
0,26,84,0,0,45,67,94,0,87,0,73,0,94,26,57,44
21,0,57,55,43,30,51,92,0,68,0,63,41,91,25,0,6
17,0,72,99,0,0,46,48,31,81,28,11,27,53,0,0,14
27,50,67,0,0,0,77,20,23,41,0,97,13,53,0,0,17
45,79,0,39,43,100,76,79,36,24,44,47,0,55,92,17,7
0,15,10,64,0,77,60,88,69,0,0,80,0,39,71,50,15
0,46,0,80,17,0,48,84,0,0,85,85,43,67,0,91,17
22,0,60,58,52,0,88,59,82,45,60,66,34,73,71,0,7
16,0,23,97,91,76,34,0,17,84,82,59,52,20,0,0,4
0,0,0,51,0,56,41,68,0,33,0,92,0,0,16,60,28
64,0,69,0,52,34,95,0,71,0,0,13,0,28,63,73,11
71,0,0,44,0,0,26,44,56,35,0,32,12,44,29,18,50
0,93,0,75,36,0,93,33,75,51,23,11,0,0,0,53,28
80,28,0,28,91,15,40,43,77,16,0,46,52,0,91,14,21
35,0,0,89,17,82,15,89,85,0,0,95,0,21,0,0,20
26,92,0,54,95,0,25,68,0,40,0,39,0,15,79,14,6
84,0,97,81,0,0,34,28,0,36,95,86,0,93,0,59,50
0,0,56,0,26,82,60,60,77,0,74,17,82,18,0,0,19
67,68,0,0,46,91,70,36,41,79,0,56,0,40,52,0,17
76,0,18,0,0,0,84,0,89,89,15,47,0,98,0,0,45
61,52,11,0,89,18,88,65,72,74,71,97,0,11,38,87,31
72,89,0,57,0,0,61,77,24,28,0,43,0,98,74,82,16
82,0,44,94,37,61,76,83,69,72,0,14,73,23,35,85,44
0,50,0,0,0,0,25,20,0,0,76,65,24,63,45,59,33
14,0,0,22,15,0,14,55,0,93,0,39,29,88,0,43,31
28,0,0,0,0,0,39,13,29,0,0,37,96,11,90,44,6
23,0,0,0,14,80,24,65,18,18,0,69,48,32,0,39,45
0,64,14,16,82,0,47,53,95,0,0,10,70,63,0,0,50
86,0,0,81,0,99,39,20,25,0,68,81,27,28,0,41,32
24,0,99,0,36,0,13,0,52,51,28,64,62,29,0,0,32
24,57,90,0,39,25,11,79,75,74,14,17,48,45,0,84,7
47,79,69,56,0,11,74,0,78,38,0,45,94,24,0,0,47
33,0,86,77,61,51,71,20,66,0,0,44,44,73,95,0,38
23,100,0,0,0,81,54,57,65,88,0,69,0,67,0,0,24
39,0,0,42,42,60,83,46,15,17,0,31,0,26,32,0,33
34,75,0,11,27,57,66,87,20,29,89,68,0,51,69,79,47
91,0,73,0,0,36,67,80,70,47,0,60,94,98,18,80,1
12,28,30,34,89,0,65,91,42,52,0,58,0,0,62,34,5
85,0,0,0,10,31,63,41,25,14,0,23,0,88,73,25,26
0,0,0,0,0,77,25,94,27,0,74,93,14,71,0,53,29
92,0,32,98,0,98,29,31,55,70,0,23,0,94,0,0,10
10,100,0,0,42,37,97,0,35,0,48,58,85,17,0,49,40
64,81,0,15,24,0,73,70,0,96,0,12,100,71,0,78,8
15,0,64,43,62,99,26,96,63,72,53,92,0,48,79,0,32
0,0,58,12,27,14,48,57,32,88,73,35,24,38,0,98,10
0,0,0,93,0,0,39,76,63,88,57,22,38,31,0,37,21
10,79,36,47,69,67,37,90,42,0,82,66,65,56,13,51,32
13,0,0,68,29,0,90,89,86,0,0,40,99,28,0,22,27
86,0,30,88,0,16,40,0,72,87,71,25,24,18,0,0,46
50,39,0,57,46,40,54,30,61,88,83,77,83,75,30,0,9
83,71,0,96,0,24,79,99,84,96,0,92,0,91,79,42,41
