40,7,17
1975,1544,1522,1793,1752,1467,1786
0,97,0,93,73,26,0,24
18,80,0,50,0,0,0,3
0,25,24,88,92,0,70,35
27,40,0,16,74,0,0,27
88,0,40,72,13,45,93,1
87,0,0,78,0,63,39,44
68,0,83,51,28,58,98,15
87,34,72,0,0,0,0,27
35,66,23,0,22,74,51,49
69,0,44,79,48,0,75,16
39,18,44,98,72,45,11,21
83,27,49,89,90,0,38,50
26,77,0,94,28,0,47,30
98,95,88,0,0,13,96,28
49,77,0,61,67,100,46,27
29,27,34,43,42,0,28,41
100,98,73,96,90,37,92,34
17,70,39,81,71,61,0,20
58,0,0,0,97,0,81,50
0,0,0,28,52,37,19,8
34,23,0,47,13,18,55,25
92,63,0,69,22,37,0,47
0,0,0,100,67,0,56,48
0,95,64,62,92,74,85,43
95,0,46,0,71,89,100,26
100,63,50,44,86,0,68,47
30,0,0,61,39,90,56,9
50,57,0,60,0,91,0,14
56,95,73,52,40,54,0,17
82,0,0,39,67,52,18,13
77,92,39,83,83,0,24,41
62,50,0,82,79,50,12,9
25,0,22,66,13,79,93,2
50,18,36,89,0,0,33,43
69,0,83,84,0,0,79,9
0,17,63,16,63,69,0,25
0,92,0,97,73,64,65,35
71,32,0,87,52,32,98,14
50,0,0,78,0,0,58,46
54,80,0,13,67,67,86,7
