20,11,39
759,1244,380,413,472,458,630,481,486,345,1849
59,15,73,0,61,73,0,55,95,94,51,15
0,97,0,0,11,90,25,64,70,71,63,35
0,17,64,0,70,46,0,0,27,68,51,6
23,20,58,0,67,0,0,84,72,76,48,19
49,38,0,0,0,0,0,15,84,90,28,2
0,99,39,0,76,39,63,14,19,86,72,8
54,62,77,0,0,76,0,40,88,93,97,1
98,80,79,45,0,0,82,62,85,18,37,1
0,90,66,36,0,24,82,71,50,30,61,26
0,82,85,0,75,63,0,0,52,89,92,25
0,0,78,92,78,74,77,0,65,37,27,30
0,78,100,95,51,0,0,0,84,14,10,27
80,0,39,34,65,85,0,0,96,14,44,12
0,77,81,24,30,62,21,76,17,10,94,42
43,0,38,0,89,27,0,47,95,94,75,39
0,40,86,89,94,0,0,55,49,30,70,38
17,90,21,0,17,0,35,0,27,85,47,18
13,34,68,0,0,17,0,11,92,72,10,35
49,56,10,0,38,49,73,0,96,80,87,34
21,57,88,0,0,63,0,0,24,68,46,12
