100,8,13
5864,4023,3487,6662,4825,3808,2294,3187
84,47,41,0,86,60,85,98,28
54,58,55,73,74,49,48,49,15
46,26,27,76,12,22,0,44,15
83,68,13,0,87,13,0,88,46
94,10,0,0,17,88,0,88,19
77,30,0,31,12,56,48,10,38
85,0,87,36,21,55,0,12,17
90,0,0,77,63,27,0,38,12
25,39,32,21,15,72,68,68,41
73,11,0,0,66,49,0,39,10
81,0,40,49,56,40,50,73,40
35,0,0,31,89,0,71,63,12
95,65,18,86,51,89,33,69,7
11,83,68,28,93,53,0,86,1
90,54,97,28,85,68,0,73,18
17,29,0,24,34,84,0,66,36
71,96,0,38,30,51,0,18,27
32,0,38,87,45,74,0,41,28
36,0,0,0,43,98,0,31,48
22,0,0,55,69,79,36,96,10
0,0,93,85,11,66,0,41,30
22,22,73,52,74,27,0,93,17
79,24,0,22,92,61,61,67,6
92,18,14,34,17,86,0,99,17
30,36,77,57,61,0,0,80,34
34,66,0,91,49,54,46,52,35
86,95,0,51,95,54,74,40,25
93,0,56,90,14,71,45,84,8
52,19,24,72,55,0,0,43,43
52,55,0,37,73,49,98,84,5
77,98,60,21,82,17,66,89,45
58,74,12,76,50,50,0,50,27
0,0,75,82,70,35,0,36,10
68,0,32,63,73,85,0,53,35
65,18,0,33,43,96,80,67,49
0,0,91,0,47,78,14,45,20
66,0,28,11,94,67,0,33,29
20,0,90,37,26,41,0,65,17
41,53,69,21,72,0,0,30,43
74,0,29,24,45,23,27,71,15
46,77,78,93,59,49,0,98,36
92,0,16,0,42,84,49,14,8
78,26,0,0,30,23,97,93,40
82,25,22,33,39,62,0,27,5
79,54,0,66,30,0,92,42,39
55,64,99,77,67,11,25,49,24
45,32,0,84,33,35,97,85,4
59,38,0,60,29,59,0,35,14
45,0,56,30,34,73,71,39,36
40,40,66,0,52,75,0,80,6
59,54,0,20,84,66,42,14,10
41,79,0,96,100,0,0,92,13
61,78,0,15,51,35,64,50,4
58,0,67,84,95,60,0,90,14
51,39,0,86,77,66,0,54,4
67,97,50,0,32,92,81,66,7
70,93,92,51,18,95,74,50,2
43,63,74,99,85,97,0,95,9
95,61,0,28,57,0,90,37,27
98,45,77,77,22,46,0,38,33
63,34,36,70,80,61,0,18,39
40,10,15,20,17,21,14,22,46
21,0,24,77,69,33,0,15,43
74,0,0,91,28,23,98,23,21
61,25,0,74,84,81,0,72,49
22,0,0,15,33,27,0,86,34
88,91,65,0,60,19,0,11,2
74,77,0,10,74,0,80,29,22
58,0,0,14,13,0,83,38,34
82,0,0,72,44,0,0,57,26
28,66,31,40,80,25,49,19,10
56,83,0,19,34,18,0,37,49
31,31,0,98,46,24,88,34,14
50,0,0,74,99,45,60,13,14
81,10,87,20,20,73,0,40,32
70,30,71,50,63,96,0,46,3
39,0,34,98,67,20,59,79,40
0,0,62,18,13,83,73,70,14
80,22,0,25,50,70,0,90,9
34,30,0,52,64,97,57,93,47
53,14,72,59,95,87,0,22,21
70,84,0,22,90,0,19,44,6
24,0,63,49,67,18,0,18,24
86,39,0,78,86,88,0,65,5
74,0,0,51,59,34,0,29,27
92,0,0,75,56,95,0,84,48
92,31,71,43,72,33,32,87,45
56,78,0,90,24,17,10,80,39
25,48,0,0,52,93,0,66,23
0,59,0,66,91,40,68,71,7
38,0,0,68,60,97,0,27,37
93,10,0,0,12,45,0,61,30
78,50,0,66,67,41,0,68,36
68,0,0,17,22,77,0,43,17
42,15,93,37,35,77,0,32,33
80,100,0,0,40,84,0,75,6
77,15,44,72,36,0,0,90,50
63,0,0,95,76,41,94,46,28
14,37,0,59,78,82,0,34,47
29,77,92,88,22,69,0,66,24
