40,9,7
1397,887,1011,1338,1215,695,1216,894,656
0,33,50,0,54,0,63,26,28,42
0,37,83,70,0,72,29,99,81,45
60,17,0,57,52,0,21,38,41,30
0,80,0,46,96,48,82,82,16,37
0,96,69,83,38,0,0,50,51,45
64,98,16,0,0,0,82,36,52,20
0,15,0,0,0,11,85,98,47,7
63,93,0,87,55,0,0,77,66,48
96,11,45,96,0,0,0,60,87,9
73,44,21,0,69,0,57,60,35,21
97,66,0,58,22,0,0,12,38,11
0,59,74,0,59,97,0,97,86,3
87,10,0,0,0,12,54,55,93,1
82,12,0,0,0,0,0,19,93,47
78,63,66,0,0,0,45,0,52,25
43,52,13,93,0,10,0,0,86,45
28,47,15,47,98,36,28,86,34,39
37,84,0,0,41,39,0,28,78,6
0,58,48,34,30,0,0,57,14,11
0,67,0,0,20,0,0,72,82,41
0,11,0,0,0,36,0,12,25,30
0,68,0,99,0,97,21,31,54,36
31,14,0,0,93,40,0,96,31,28
72,57,81,0,0,71,0,53,96,10
27,92,13,0,0,0,67,44,33,40
84,23,0,0,60,17,60,52,43,40
0,56,88,67,0,0,0,78,66,9
0,98,0,17,75,0,0,15,34,17
96,12,0,100,0,0,88,78,43,21
0,33,64,100,26,0,15,24,39,35
0,14,0,79,0,100,34,10,72,43
0,22,0,0,0,11,0,49,79,39
53,55,0,0,0,0,0,62,27,36
0,67,0,0,0,38,0,38,64,36
70,51,20,87,10,0,0,12,67,26
0,89,0,77,43,52,0,28,62,4
0,58,0,0,0,79,57,37,56,6
91,21,14,0,0,43,0,90,31,6
0,54,0,16,0,0,63,75,91,40
16,41,48,0,0,0,0,15,26,22
