40,13,52
2317,1588,1817,1646,1130,1217,862,1834,1620,1183,1763,2110,574
17,33,61,70,91,0,0,26,0,86,39,86,28,43
66,0,62,28,0,50,0,0,0,80,0,67,0,8
41,61,11,50,75,14,51,0,75,16,99,79,0,43
28,10,0,29,80,0,57,78,0,0,47,87,41,41
66,83,38,26,58,0,0,73,0,76,0,20,65,2
10,61,0,35,0,96,0,49,93,10,35,84,12,20
74,0,56,0,0,90,0,0,0,13,80,47,53,32
11,0,47,83,0,0,0,36,67,89,0,70,43,39
47,95,88,67,72,0,63,0,0,72,0,28,0,28
63,36,0,0,99,86,22,10,0,72,35,59,60,5
84,0,95,33,0,0,0,48,93,97,0,30,0,24
36,87,12,94,16,0,0,14,0,93,20,14,40,18
40,65,54,64,55,0,0,10,79,88,45,77,41,15
22,74,37,80,57,0,43,0,0,13,70,76,0,40
82,66,0,51,0,96,0,0,0,78,26,58,73,24
33,27,66,96,0,0,0,0,0,0,0,89,0,50
21,0,43,46,0,0,40,40,0,11,51,15,36,33
71,54,0,95,75,12,67,81,0,54,0,75,0,9
85,0,74,0,18,84,0,0,0,60,0,47,0,45
46,78,29,23,37,58,0,0,0,80,34,26,11,10
74,19,10,76,91,0,0,11,69,94,70,51,0,21
98,0,64,72,24,0,11,45,0,29,68,62,0,40
14,68,73,17,0,24,71,45,0,62,60,29,21,16
88,0,82,12,12,40,70,0,29,70,40,76,17,15
50,71,37,26,11,20,16,0,46,37,38,55,10,24
63,44,16,22,86,0,54,0,89,77,0,64,80,31
11,0,87,0,20,44,15,28,84,90,0,62,83,30
46,97,96,51,0,0,25,20,87,25,19,37,38,13
79,36,0,42,30,0,0,91,64,48,61,76,14,34
100,0,43,41,0,55,0,89,0,40,66,30,98,18
59,0,50,74,45,0,90,0,46,0,0,27,0,9
79,82,16,15,10,84,87,31,19,99,17,54,0,2
99,31,65,71,75,99,0,41,14,60,0,84,0,49
72,0,15,52,19,0,80,0,90,62,0,73,0,43
71,32,61,90,20,0,0,19,50,67,19,49,19,22
54,84,19,83,64,0,0,0,0,49,80,91,68,41
86,0,38,67,0,77,0,47,43,85,74,92,98,31
63,23,74,36,46,0,0,16,0,37,0,95,0,7
31,44,97,0,0,23,0,0,43,38,15,18,85,27
80,69,0,52,26,0,0,66,0,50,0,35,50,3
