60,7,69
3703,2805,1602,2008,2365,3948,1120
53,73,0,0,57,86,63,42
39,0,40,0,86,89,75,49
75,0,22,54,79,31,92,18
0,65,0,0,98,38,69,24
0,75,11,93,0,74,51,42
10,72,63,98,70,98,91,15
62,58,0,59,10,51,79,46
42,0,0,37,0,10,0,6
88,95,50,55,0,76,60,31
0,82,0,0,0,100,0,49
86,0,0,28,0,23,46,32
72,0,74,45,58,64,72,2
0,82,13,72,69,72,52,34
43,0,0,49,100,39,0,2
47,75,22,51,84,71,46,9
98,0,0,78,72,59,18,23
0,25,0,61,78,0,36,18
41,0,0,31,48,77,75,1
39,73,0,0,45,60,90,22
81,0,0,87,67,0,85,26
12,82,87,28,54,76,32,40
67,56,53,0,0,32,76,34
28,31,0,0,17,0,44,44
0,13,70,30,61,77,0,38
11,0,81,45,83,89,65,26
50,21,0,61,12,99,37,11
0,0,44,11,61,0,55,35
86,90,0,69,0,65,91,2
78,0,0,95,0,58,60,9
82,79,0,79,0,94,83,10
71,0,91,87,0,95,11,24
76,78,20,59,37,72,69,33
0,0,26,0,0,46,43,39
69,74,0,42,0,0,33,17
94,13,49,94,25,90,54,15
93,71,76,96,64,0,93,46
56,90,10,40,49,81,0,5
78,23,59,57,35,16,87,21
78,13,72,66,0,20,38,33
61,0,48,77,93,19,48,39
44,84,0,46,29,73,11,40
43,29,0,35,22,17,33,50
38,0,36,47,32,35,46,35
85,26,72,33,64,22,68,42
0,76,30,0,0,26,29,32
0,0,69,94,53,37,39,28
0,0,0,49,64,92,92,39
0,92,39,11,0,77,0,48
0,0,50,99,11,15,0,5
82,0,0,10,100,24,54,1
57,35,0,0,52,16,34,21
94,0,39,54,81,94,0,2
70,0,39,0,17,21,0,23
0,0,0,84,12,100,92,13
74,100,62,36,17,27,44,37
40,44,38,75,77,95,85,26
62,80,0,77,30,99,0,17
92,0,0,99,86,0,71,29
65,77,0,92,40,22,77,5
0,14,0,65,47,42,72,25
