40,6,38
2102,2615,3076,1379,1325,410
32,42,16,52,70,0,10
53,47,35,61,83,71,7
15,22,57,69,0,64,6
68,25,96,57,99,56,33
18,63,66,0,15,16,34
0,58,46,59,18,80,7
68,22,32,0,37,99,5
50,64,12,0,44,23,25
0,85,65,19,74,0,23
44,66,37,0,51,37,36
71,12,15,57,59,78,49
70,55,78,23,20,83,43
47,45,61,19,13,15,50
22,66,63,25,39,83,9
83,78,29,56,0,41,6
27,70,99,0,75,64,14
71,17,72,13,82,0,3
58,42,86,23,92,20,48
41,81,70,99,85,0,17
81,17,34,19,37,23,45
11,75,98,52,38,100,46
68,36,96,0,50,92,35
56,63,12,25,65,13,4
79,79,89,32,14,28,5
88,60,57,41,70,53,40
53,57,89,0,39,0,2
41,56,65,69,72,26,6
0,43,73,16,0,0,4
32,84,92,77,73,0,11
32,93,38,25,98,0,40
62,90,18,0,87,0,2
79,22,71,84,98,0,19
70,83,58,0,77,0,5
99,48,46,65,18,51,25
24,39,19,100,66,54,48
37,57,90,82,0,90,48
96,60,26,0,12,23,33
81,43,46,72,99,0,35
69,74,49,0,26,28,3
48,18,43,0,11,85,43
