100,10,11
4449,5380,5449,4755,3757,2035,3090,3088,2214,427
49,18,53,65,20,65,0,67,0,57,2
50,76,34,55,0,0,25,74,36,0,46
16,13,68,0,0,79,0,100,78,16,25
0,13,83,40,0,0,77,52,46,45,24
43,83,43,0,0,0,12,50,45,0,6
0,83,18,25,22,51,73,75,97,0,43
74,80,0,57,81,43,78,0,35,0,43
17,19,18,55,0,0,67,82,0,0,34
96,26,15,65,0,0,0,0,45,31,14
64,55,0,0,66,97,75,21,13,0,50
91,44,41,48,49,28,35,62,0,82,47
0,88,49,65,24,23,63,25,0,0,26
85,20,28,0,0,0,42,0,0,0,50
44,24,17,0,0,0,13,45,15,0,8
11,21,40,0,45,83,16,49,0,0,18
28,15,15,34,62,0,23,29,97,0,38
37,90,97,0,72,57,0,21,76,0,40
0,96,97,76,0,34,85,0,93,28,34
0,90,87,60,82,0,96,94,0,79,46
29,81,0,0,96,0,97,0,0,0,14
14,75,69,21,0,0,17,0,85,0,12
16,26,53,0,59,0,20,87,0,0,37
50,80,0,0,0,26,0,82,95,0,36
0,21,79,74,30,13,96,10,14,0,29
34,34,0,33,83,0,10,0,76,0,38
0,73,54,88,59,72,0,0,0,72,24
60,68,51,26,98,82,11,0,0,72,3
80,61,98,49,19,0,0,37,0,0,18
52,77,0,0,30,41,56,45,0,0,35
0,94,0,33,0,97,18,33,17,93,19
14,18,85,0,0,0,62,30,0,0,4
0,68,25,47,39,0,71,17,10,10,9
71,43,12,80,83,0,100,32,0,0,13
0,66,0,0,78,0,19,75,61,30,28
0,40,79,49,34,34,63,0,0,77,46
0,11,63,0,83,0,31,0,93,72,2
88,54,24,13,0,86,10,85,0,45,38
40,35,29,100,0,13,0,57,52,47,48
64,41,43,63,45,86,0,0,0,95,2
29,41,0,0,0,91,0,96,34,22,39
0,19,30,0,41,0,0,38,70,0,42
69,94,0,91,76,0,10,50,28,0,45
87,37,38,0,0,47,0,0,54,0,38
34,12,80,91,55,0,0,36,81,67,43
14,61,56,41,0,0,37,0,21,87,33
67,46,31,20,0,0,10,35,0,96,15
79,96,42,52,0,0,0,0,31,0,4
95,83,100,21,0,0,27,56,0,64,15
42,20,93,0,98,0,87,98,27,11,5
73,27,89,19,0,0,0,0,0,0,5
0,44,0,0,0,80,0,88,65,18,43
99,67,85,65,0,0,61,51,70,35,22
100,22,51,48,0,12,15,82,0,0,1
89,50,23,14,30,0,42,62,22,0,33
25,48,25,64,15,21,24,90,17,93,8
72,30,0,14,0,0,41,78,70,98,34
0,11,10,0,74,77,46,0,0,89,21
0,35,77,75,94,15,11,88,0,91,9
42,75,0,52,0,0,61,63,35,20,25
21,26,71,10,42,0,62,18,83,68,27
97,30,0,98,0,0,32,20,0,0,24
0,64,63,0,58,0,0,40,0,25,41
0,98,43,10,0,42,0,52,22,90,46
35,75,41,13,0,88,74,0,69,97,25
43,28,17,0,0,0,23,0,82,86,10
24,39,61,35,0,13,62,0,11,0,44
12,50,92,0,65,42,0,0,83,0,9
52,18,0,76,0,99,0,16,88,0,16
45,30,33,18,60,0,0,54,47,62,34
87,48,0,0,74,29,58,31,33,42,47
10,16,36,34,0,83,49,57,0,0,46
0,76,91,52,69,39,62,77,0,0,49
55,68,77,0,68,0,74,14,50,0,38
85,67,61,30,45,11,93,73,52,0,37
0,87,50,50,0,18,47,20,90,0,4
19,35,0,74,71,0,58,84,0,29,35
0,64,46,72,45,63,0,0,39,0,19
82,71,85,0,92,91,70,40,96,49,22
0,32,11,0,98,29,26,44,84,0,9
0,19,0,0,67,0,0,80,0,0,11
14,98,95,67,70,59,72,0,12,92,12
0,14,0,82,0,0,65,66,49,83,10
0,74,0,47,88,46,65,14,0,57,11
10,99,43,18,55,0,44,82,0,73,14
76,10,0,85,17,37,34,48,0,0,28
18,14,42,82,0,0,48,77,0,78,48
73,100,0,37,0,0,91,38,73,89,35
21,64,97,96,13,0,0,93,10,53,8
0,30,32,83,96,42,0,81,100,0,26
0,14,72,92,0,0,71,0,91,65,3
72,91,98,66,0,0,72,73,53,85,31
32,18,87,64,0,0,46,46,63,0,13
70,30,51,76,27,98,52,10,0,71,28
0,21,0,0,0,0,0,0,72,0,11
82,62,0,61,0,0,24,0,40,97,41
0,39,13,47,56,0,38,80,14,0,26
0,13,37,0,22,0,32,38,0,0,12
17,58,76,39,69,65,24,22,0,31,33
48,43,66,0,98,15,36,55,45,0,48
41,100,79,0,0,0,42,42,82,96,21
