60,10,25
3241,3582,2254,2287,4019,1854,1559,1710,2395,183
14,21,74,0,19,17,72,68,44,0,50
63,92,94,56,70,0,0,34,90,77,27
45,41,0,0,96,0,92,79,0,56,19
57,45,0,19,59,98,37,24,89,73,39
99,25,0,13,21,37,100,15,90,0,50
91,0,0,96,92,65,44,63,76,49,32
25,23,97,0,61,83,0,47,86,69,2
57,0,78,0,83,86,40,13,46,13,13
74,95,18,0,80,0,0,54,0,75,7
35,12,16,16,23,59,70,92,23,45,44
92,44,0,0,29,0,50,66,0,0,33
59,59,0,88,30,0,0,0,21,26,7
98,28,58,0,0,92,85,0,79,20,9
49,19,25,76,35,0,0,39,61,42,2
19,68,94,99,63,26,34,19,18,43,20
86,0,72,16,16,52,0,60,71,96,44
92,43,78,91,58,44,65,0,0,0,4
70,33,0,0,38,94,42,66,73,67,10
75,21,0,76,86,0,82,22,41,66,27
98,35,0,0,55,0,30,0,89,42,40
40,40,0,72,26,10,15,86,68,46,2
35,43,0,55,0,90,54,19,68,61,40
20,55,67,0,35,0,98,0,0,0,30
18,39,23,59,71,76,0,57,0,73,38
58,16,0,58,18,23,51,20,88,13,24
35,49,23,0,60,0,76,11,71,57,3
12,66,20,84,65,35,21,0,78,69,48
21,26,0,0,14,53,0,0,62,71,10
96,57,20,79,0,15,15,99,45,0,49
62,0,0,0,75,45,82,36,0,0,26
57,34,97,22,20,24,0,64,95,0,19
53,29,0,0,15,38,44,72,25,45,18
80,93,0,0,64,0,20,75,0,86,32
15,87,0,61,64,22,0,42,67,0,25
41,60,62,73,72,0,43,22,12,65,48
93,61,75,0,35,0,89,0,90,97,37
32,21,41,66,60,41,16,38,82,65,23
31,35,0,0,0,33,27,50,11,82,24
83,0,84,0,90,0,32,69,23,95,19
35,73,57,16,65,34,0,91,12,0,1
21,64,31,0,0,18,19,94,10,96,27
22,84,19,80,98,53,34,0,75,27,5
38,68,17,0,0,54,0,78,48,38,23
16,0,0,0,95,35,38,34,96,24,44
15,61,0,77,22,0,34,47,0,37,49
68,80,87,20,66,0,0,15,67,59,37
61,0,0,30,96,29,57,51,28,0,31
34,81,0,0,70,51,0,70,68,99,18
75,0,0,67,29,53,97,37,86,59,4
97,32,0,42,60,37,65,0,0,17,18
30,34,0,20,0,95,83,0,75,0,46
20,67,0,0,0,0,62,0,13,44,49
26,0,82,80,52,93,0,0,28,72,32
29,23,0,41,0,42,71,0,18,98,10
95,94,57,49,0,0,43,31,23,0,16
82,43,0,0,0,21,0,24,0,0,29
43,88,92,73,94,12,34,97,0,0,11
22,41,0,0,35,16,0,54,83,0,22
44,57,0,97,81,100,86,51,48,22,12
74,0,13,0,37,0,85,92,43,33,4
