60,13,49
2139,4945,3522,1645,1594,962,4037,1675,1613,1653,1206,5363,1241
79,42,57,0,18,28,14,74,0,36,64,75,0,6
95,38,78,44,0,34,68,12,46,68,69,89,28,40
68,99,0,0,62,54,0,97,50,100,33,75,42,16
74,40,0,28,0,40,62,61,71,76,0,96,0,39
92,14,84,41,20,92,74,66,0,65,49,53,93,36
0,75,75,0,0,49,43,20,52,35,0,15,0,26
0,18,24,68,0,62,17,25,62,0,79,58,74,25
24,93,66,74,0,12,92,39,48,35,0,35,53,21
0,72,0,28,10,91,50,82,0,36,94,69,22,39
32,57,34,55,25,41,69,65,28,80,0,40,31,2
0,80,70,0,0,80,0,51,100,70,0,18,44,41
16,30,83,21,71,21,81,22,13,49,0,27,57,39
0,36,60,43,82,85,14,100,89,36,0,80,23,41
10,41,98,0,0,71,64,57,77,17,0,76,0,41
26,52,96,50,86,23,53,28,72,52,75,48,25,37
0,88,0,93,41,47,68,80,51,66,0,23,12,1
70,59,23,36,96,68,22,44,20,30,0,60,30,45
0,29,0,99,0,53,92,51,75,0,0,87,0,24
0,36,100,0,0,99,0,63,38,76,0,86,32,5
0,36,95,58,0,52,61,12,50,70,93,96,60,31
13,29,41,68,92,0,49,83,0,31,39,30,60,8
22,53,24,95,0,45,25,31,62,50,0,83,33,6
51,87,87,61,0,0,57,14,42,94,15,94,20,10
42,18,0,78,0,22,53,11,0,65,0,82,47,38
0,83,54,66,0,38,73,82,80,0,41,85,32,25
0,37,30,75,50,46,42,46,52,30,0,69,80,22
38,39,10,66,61,23,78,70,32,28,75,83,0,25
26,45,83,0,0,67,73,10,72,11,0,56,76,7
44,91,0,94,62,89,81,16,82,79,99,12,98,20
59,14,67,13,64,32,68,83,59,13,0,82,17,23
67,86,0,0,0,93,0,57,43,86,0,71,99,25
0,50,63,56,0,24,43,87,60,52,54,32,54,44
0,85,0,24,0,100,0,47,36,36,54,83,56,22
0,93,0,90,86,62,69,41,20,65,94,42,78,3
0,17,37,0,0,27,0,21,14,100,0,72,39,39
77,86,96,35,0,0,67,32,47,84,89,18,41,10
44,34,0,77,0,53,94,76,91,0,0,38,0,32
0,28,15,58,94,10,28,56,64,99,95,48,0,4
34,66,0,44,0,30,0,33,39,87,0,58,43,50
0,70,0,56,0,54,0,20,82,0,0,79,69,35
0,39,56,38,24,37,0,91,93,32,41,41,44,38
90,90,0,12,0,99,90,59,22,79,0,47,51,25
73,34,48,29,0,60,0,47,55,0,0,98,100,2
0,42,40,0,0,0,0,45,0,31,0,91,0,27
0,44,20,34,28,0,79,28,37,37,20,28,12,3
77,93,56,31,0,52,73,62,79,64,0,80,0,50
0,35,79,0,0,57,37,26,74,50,0,42,84,36
0,59,0,0,0,95,0,84,0,69,0,13,32,31
66,10,10,0,73,30,38,51,73,82,44,33,68,23
0,82,63,35,0,30,46,36,0,40,33,77,46,1
53,83,48,62,0,37,53,20,29,62,81,60,36,46
68,81,0,20,0,0,93,10,34,35,0,42,50,8
0,89,69,49,0,34,29,69,69,41,61,50,49,42
37,75,15,45,0,74,0,17,65,88,0,97,26,22
41,83,75,0,0,92,18,70,0,15,10,86,57,48
58,31,30,85,0,21,91,51,30,80,30,41,43,44
23,97,75,0,0,64,58,24,81,63,0,47,25,8
0,26,36,37,0,56,70,60,0,11,0,25,87,48
0,27,25,17,0,76,0,16,45,0,0,84,100,12
13,35,92,75,91,73,80,45,27,73,0,75,49,16
