40,7,29
1610,2294,586,2186,711,1000,1615
57,24,72,37,50,67,40,8
22,15,30,17,55,14,10,30
0,99,100,0,18,71,66,27
0,44,0,39,10,94,51,45
40,80,92,0,81,16,89,14
62,46,0,87,41,41,18,47
90,61,20,92,41,61,64,42
0,74,72,83,93,67,0,28
28,49,22,70,81,33,55,6
53,36,47,45,54,91,42,27
0,47,45,24,45,77,95,44
10,36,98,93,42,79,79,27
19,90,78,62,69,84,38,47
90,58,0,16,46,98,31,24
0,44,79,99,15,78,88,32
46,26,54,95,34,68,0,15
12,95,10,0,99,77,24,2
11,10,93,0,45,89,97,43
0,85,95,14,16,17,0,48
64,40,57,85,31,94,27,7
0,55,63,38,74,53,81,30
0,23,0,53,11,50,53,39
0,81,0,95,31,22,42,38
46,100,24,96,59,74,0,49
37,67,70,49,15,69,75,12
43,31,66,0,53,34,77,34
88,23,64,0,81,13,97,1
34,50,27,35,12,41,55,48
0,43,27,85,97,95,49,50
0,99,55,57,87,95,0,11
0,45,0,82,75,96,49,31
61,17,39,0,13,21,68,1
0,28,18,30,27,94,0,42
97,85,72,20,53,59,50,14
0,54,18,59,69,75,0,4
22,93,93,52,95,100,0,27
21,34,17,21,57,83,77,16
0,85,75,34,84,68,98,40
35,93,18,76,86,71,75,31
21,83,61,70,20,53,26,46
