20,14,43
533,1468,643,628,1691,986,733,268,535,1132,639,652,625,132
0,99,54,0,73,16,70,27,0,87,0,62,39,0,6
0,66,0,0,16,37,55,0,43,90,0,0,97,13,28
59,90,0,0,98,34,78,78,43,19,23,0,62,0,13
0,66,0,0,94,15,0,22,53,79,21,0,10,48,11
15,75,0,0,28,36,0,0,48,73,62,0,68,53,1
0,97,36,0,0,20,75,19,41,63,74,28,92,97,28
94,44,74,50,13,33,0,40,23,22,58,96,38,76,50
35,90,0,0,23,24,0,0,81,56,26,65,32,32,32
0,15,79,66,39,48,93,0,0,57,77,60,23,25,30
34,16,22,0,98,53,0,0,48,82,43,68,46,0,34
64,28,54,0,40,14,46,23,91,55,52,0,10,60,38
0,18,21,80,67,19,21,0,100,39,0,28,67,100,46
0,90,55,56,86,47,0,0,0,83,0,77,75,90,17
63,77,0,87,39,50,0,46,45,28,19,77,80,0,6
0,88,33,0,58,76,0,35,51,84,15,78,16,0,6
69,31,40,0,81,14,85,0,47,100,0,44,45,49,44
0,59,0,0,83,48,50,98,78,89,59,94,0,78,45
25,47,0,0,88,49,41,0,87,52,78,93,16,84,34
15,87,25,92,75,71,0,44,29,41,31,0,20,27,7
14,58,66,12,64,57,14,29,96,96,51,76,17,0,33
