40,9,50
2237,1775,1576,1523,1190,1084,1018,1285,2407
74,10,67,0,0,13,27,74,13,28
67,100,0,41,0,0,51,14,28,23
16,0,0,18,34,0,86,31,40,44
65,36,0,0,92,0,96,27,91,44
89,14,87,90,0,11,85,12,74,44
0,92,0,0,43,0,41,36,27,50
32,20,38,16,0,0,97,31,73,14
33,87,56,19,26,0,0,98,40,40
37,35,50,88,99,0,97,31,56,36
36,28,0,30,57,0,53,0,83,31
62,91,0,46,69,0,71,15,61,6
44,58,0,0,92,0,38,91,61,10
54,44,0,80,45,0,74,44,100,41
77,96,0,62,0,0,24,25,73,37
70,27,0,25,59,91,64,61,22,32
57,0,52,94,0,86,89,61,95,19
38,58,0,26,50,75,24,73,61,46
0,41,63,0,49,54,0,20,79,21
48,65,68,21,0,92,0,32,60,26
33,23,0,97,28,0,13,40,56,49
35,93,0,38,72,0,11,93,14,8
50,66,0,91,25,0,86,30,43,9
51,0,13,0,97,0,99,40,47,5
10,52,21,15,0,10,93,100,87,20
32,32,81,13,0,0,30,42,53,27
0,96,20,100,44,19,0,66,85,9
96,49,0,0,66,0,84,53,96,45
69,35,86,0,74,0,70,48,70,28
84,93,18,0,62,47,24,66,57,38
22,42,56,97,77,0,76,57,25,23
11,43,0,15,41,50,65,36,19,12
96,27,0,34,70,0,65,29,68,20
0,14,0,47,0,98,71,21,46,2
69,100,96,63,83,0,0,72,18,39
31,78,35,78,0,15,81,83,44,24
14,59,0,94,0,0,26,0,42,12
19,72,42,0,0,0,32,63,69,42
38,47,77,19,38,80,57,38,89,23
80,10,23,33,0,0,91,95,48,11
73,80,51,0,47,0,14,59,39,33
