100,15,15
5440,3631,3259,2543,7174,2773,2029,3485,2696,2136,3797,3375,5359,3256,11739
0,84,68,0,83,77,83,0,0,26,93,47,25,0,0,9
24,23,92,0,40,57,78,0,65,70,74,10,73,0,70,17
0,87,54,49,0,12,58,66,53,15,12,64,0,14,33,16
100,61,27,99,26,24,98,0,97,82,82,14,65,65,45,28
49,51,73,86,100,0,57,96,0,0,90,54,46,19,0,36
52,58,30,63,90,0,93,0,77,0,22,87,0,0,62,15
68,70,28,0,19,67,65,61,90,0,73,31,64,0,18,4
0,13,30,70,88,0,59,33,72,0,44,14,35,0,0,31
72,64,65,43,37,0,32,0,48,77,12,79,100,99,90,13
20,72,69,0,21,0,92,0,0,19,51,12,51,70,48,32
15,10,68,0,84,85,98,0,0,51,47,67,43,0,0,40
35,52,96,21,14,66,83,28,77,67,31,77,0,0,45,11
80,93,74,29,58,0,63,13,92,25,79,100,68,49,33,22
87,45,36,0,78,14,67,60,22,25,91,81,11,0,20,25
0,36,38,81,27,0,0,25,53,0,52,80,66,92,0,45
53,22,29,0,0,0,90,0,20,0,63,59,45,45,72,45
27,85,78,0,16,32,38,12,74,78,90,56,0,81,59,33
39,85,33,46,92,86,79,25,39,73,49,56,21,0,0,46
0,11,47,21,15,0,93,39,62,44,22,94,76,12,48,26
0,36,51,0,28,78,81,0,58,46,28,23,0,0,0,6
93,100,36,54,58,51,80,25,51,58,61,26,38,0,11,40
14,65,98,23,72,84,0,0,81,90,70,16,70,76,40,42
63,41,55,0,70,81,28,0,60,82,99,98,17,49,88,31
0,27,15,0,42,87,0,94,0,56,64,81,54,45,21,50
0,74,52,0,44,59,41,0,56,66,97,12,93,66,56,40
0,84,80,0,82,94,16,0,0,43,21,28,23,98,84,36
0,83,88,0,33,44,88,0,49,16,89,18,67,0,41,26
26,14,59,10,73,69,10,66,20,28,90,63,0,69,93,19
0,87,17,66,31,0,34,96,77,45,19,58,89,0,74,14
10,76,60,0,54,58,47,89,38,46,87,68,17,0,55,9
0,43,70,0,22,51,51,0,46,83,47,98,22,0,0,41
93,66,74,44,67,77,0,48,92,47,38,89,0,84,0,8
63,91,91,14,86,0,91,26,43,70,50,15,0,0,0,40
60,96,63,47,96,0,63,34,13,90,95,87,46,73,55,17
10,54,59,70,16,46,54,0,0,25,24,65,24,93,26,17
43,29,11,0,97,94,77,0,99,0,61,54,90,44,75,17
61,71,97,62,14,0,0,0,0,38,84,38,58,12,0,32
60,66,41,0,11,0,78,13,40,74,26,13,12,49,70,24
46,68,19,0,57,57,26,42,38,0,76,68,26,72,94,17
0,83,14,0,51,76,70,65,81,19,68,85,77,0,25,31
73,28,29,26,46,84,0,62,57,29,98,36,0,91,47,22
97,52,44,0,17,65,0,0,99,0,56,46,33,23,0,28
77,14,23,0,14,68,98,0,73,86,40,32,38,69,0,3
0,84,29,0,56,75,26,0,63,69,77,12,22,0,50,19
15,25,52,0,19,0,44,76,0,0,34,92,66,36,22,18
83,61,17,0,18,0,0,45,68,41,31,11,84,67,0,50
0,87,45,0,99,43,88,0,12,94,23,16,98,42,0,31
81,78,71,0,73,85,0,16,91,67,23,12,13,22,0,15
16,68,92,66,70,40,89,29,81,25,87,54,74,0,78,12
68,84,57,28,76,76,21,0,46,58,11,62,0,0,0,16
0,42,26,68,27,0,0,0,89,50,42,65,71,94,0,36
71,48,71,0,52,0,57,0,54,40,14,82,81,79,23,39
14,14,69,0,19,0,56,100,42,0,96,60,0,0,53,40
