80,13,18
4816,3049,3321,2099,3451,2132,2533,5313,3628,2704,3596,5485,1303
35,91,0,59,0,92,0,22,82,87,19,13,10,48
74,33,0,70,10,77,37,0,93,95,18,85,81,44
62,16,50,90,49,0,11,51,21,0,21,70,0,43
63,59,62,62,0,67,83,59,0,33,35,31,52,23
12,51,96,0,0,34,54,75,0,69,100,89,69,36
89,30,0,14,25,64,35,48,80,51,13,71,49,6
63,11,0,37,0,16,12,98,42,0,42,0,32,4
43,47,40,97,21,45,44,30,0,57,92,88,0,10
19,30,56,59,16,22,84,69,58,0,16,67,94,19
72,36,0,25,38,73,49,0,41,0,15,56,0,5
17,94,15,0,0,34,100,59,50,0,26,14,54,6
49,18,73,0,85,41,64,54,33,0,100,84,19,13
32,68,0,0,78,88,89,46,51,24,100,96,22,9
83,37,93,13,0,41,19,75,95,64,48,52,92,24
54,40,0,67,0,0,56,0,90,0,14,64,73,2
51,15,42,52,62,74,37,83,57,0,25,72,26,1
38,28,25,27,28,0,36,17,10,41,43,18,48,20
81,48,58,0,27,0,16,43,0,70,71,0,54,32
31,24,56,19,0,15,50,0,29,52,48,88,22,24
26,66,0,0,0,35,83,94,81,0,85,40,57,32
16,41,0,32,20,0,38,80,40,62,35,77,63,38
33,72,20,0,0,0,45,63,100,31,21,84,90,5
45,56,87,0,87,56,31,81,35,65,56,44,0,24
67,72,33,77,44,47,92,43,93,0,62,83,15,22
95,39,85,60,94,0,100,35,69,0,31,53,58,2
47,57,0,94,89,0,75,0,75,35,39,95,39,2
46,34,35,0,55,61,30,0,29,0,70,90,36,6
100,52,16,98,49,69,14,76,0,0,43,92,39,41
12,19,0,46,83,82,74,0,17,94,52,92,10,26
71,19,34,0,45,0,65,68,56,44,58,25,60,15
71,10,0,0,25,30,80,0,0,0,100,87,0,1
30,93,0,42,81,66,79,20,86,10,44,0,81,47
68,42,0,42,18,97,15,94,39,51,44,33,85,14
11,19,0,78,69,35,53,0,44,36,80,35,82,48
24,15,87,29,69,31,0,99,69,56,16,64,78,28
88,12,15,39,82,65,21,90,0,0,79,80,54,24
58,33,0,93,0,58,21,0,0,58,64,100,16,44
60,79,36,92,71,59,50,66,0,19,47,0,23,1
11,25,65,0,99,58,48,79,0,0,68,16,28,33
63,50,0,69,0,85,29,0,100,0,33,14,75,26
49,35,0,0,0,12,42,62,70,12,79,13,67,42
79,96,63,37,45,35,16,0,86,0,38,94,90,46
46,19,0,90,0,84,18,91,60,24,43,65,39,9
87,68,82,0,67,39,96,64,63,97,76,82,81,9
62,42,0,63,0,17,44,14,47,0,79,100,0,39
50,45,0,34,70,50,11,100,30,0,51,40,90,16
57,57,0,0,15,88,22,48,98,72,23,30,63,29
28,81,0,30,46,61,43,18,11,0,24,53,21,40
82,65,81,0,0,58,75,0,0,0,59,51,33,23
98,54,92,51,66,99,12,62,0,23,69,78,71,43
33,97,16,45,29,65,40,94,47,0,14,22,11,35
26,79,78,0,0,0,93,71,53,0,52,86,48,22
67,97,0,54,76,0,44,60,0,61,48,21,31,14
46,38,61,85,23,0,31,30,91,62,19,89,0,29
34,40,0,21,66,94,91,50,0,52,77,100,97,13
37,96,0,0,0,0,41,0,29,0,74,70,31,11
61,84,40,0,83,0,12,37,46,87,71,25,56,1
74,70,32,31,72,100,100,93,0,0,34,81,92,22
46,50,0,0,95,0,16,19,22,0,19,87,28,5
64,54,0,28,50,0,90,0,12,0,16,42,69,3
51,22,0,80,0,64,32,56,0,0,20,36,17,15
53,12,0,0,49,58,75,0,47,23,30,0,32,1
53,11,92,15,0,90,0,13,0,54,95,95,78,16
30,55,70,0,12,99,23,12,54,82,16,87,98,47
11,43,72,14,0,0,74,62,13,57,53,21,0,27
53,31,0,0,56,32,39,93,39,42,33,64,11,22
10,60,11,0,30,14,49,11,88,63,43,69,63,6
11,31,13,37,13,34,57,44,0,0,88,0,10,42
50,69,0,0,0,0,23,64,67,42,12,13,57,43
30,18,0,0,74,37,26,54,0,60,65,55,0,36
99,91,0,0,77,0,41,83,0,0,31,18,76,23
22,54,0,42,35,98,89,61,33,47,28,34,0,25
60,93,18,0,10,60,70,89,64,86,68,90,75,30
29,41,84,47,0,79,55,26,0,95,47,20,66,22
70,87,15,75,58,0,83,22,86,22,91,15,64,50
82,43,58,55,37,63,60,96,51,94,49,53,13,3
78,36,19,100,97,93,70,17,0,31,56,0,39,40
33,95,19,14,0,64,79,38,23,0,24,0,97,48
75,13,21,36,77,66,37,95,64,31,70,13,79,18
63,71,57,0,19,50,16,80,59,0,14,0,58,6
