80,10,40
3302,4981,5210,3103,4112,2404,1460,1718,2184,2907
51,82,97,93,49,88,66,44,87,43,25
13,78,35,0,15,68,33,0,37,38,5
0,66,69,12,52,0,0,68,37,30,44
0,72,93,10,69,11,0,91,25,41,47
42,0,44,0,66,76,36,88,26,85,16
73,19,28,27,44,53,0,91,90,82,44
89,73,51,12,90,0,0,74,11,70,37
11,66,13,29,36,33,0,41,55,31,29
19,78,47,47,78,75,0,47,0,13,13
57,0,93,0,67,0,58,0,45,86,31
0,90,62,0,81,89,0,24,0,25,11
52,71,0,83,63,40,0,0,31,36,42
93,38,90,18,56,0,0,0,0,65,5
79,49,38,0,18,54,40,24,60,98,38
0,51,69,0,97,87,0,48,0,34,40
21,62,33,0,73,0,0,0,0,15,19
0,57,96,0,43,0,51,71,54,28,35
81,53,15,29,41,36,85,0,38,62,15
0,75,52,0,95,0,0,0,0,25,21
0,48,43,0,23,63,82,10,0,52,19
0,28,57,60,28,78,0,0,17,46,26
13,11,44,14,63,0,84,66,0,32,39
0,56,36,78,67,36,0,38,52,44,26
0,54,92,86,60,11,0,36,0,55,18
0,0,82,25,55,60,41,0,51,84,1
28,61,44,0,68,44,85,45,72,35,15
0,72,98,21,0,79,54,0,91,49,42
37,53,27,0,49,0,0,74,56,22,37
60,42,60,96,31,0,55,0,0,16,31
0,95,52,96,15,49,65,85,75,83,29
0,91,47,24,91,99,0,32,15,54,33
0,88,10,0,93,54,0,0,63,55,7
25,58,0,0,0,97,0,42,10,21,7
0,67,41,0,0,0,11,0,58,52,36
58,76,75,0,0,73,76,67,64,64,31
0,77,0,88,86,19,0,57,0,98,6
0,32,31,0,42,77,0,96,51,28,37
60,73,73,0,61,56,20,0,66,54,33
0,39,69,82,70,81,26,59,0,15,32
77,42,59,79,41,99,0,0,0,78,24
63,46,52,24,97,67,27,94,35,82,16
42,88,13,0,99,65,0,81,0,12,23
67,81,62,83,28,94,34,97,82,99,35
0,60,80,0,14,21,58,47,0,42,21
0,65,0,0,50,59,69,87,32,56,15
0,88,53,0,54,55,32,34,65,39,16
0,69,91,0,0,97,14,83,62,75,19
30,85,24,89,60,0,0,71,25,23,26
40,30,33,24,24,67,94,100,53,27,41
0,50,96,13,0,88,18,17,38,63,6
36,95,25,0,93,95,0,0,39,13,11
0,23,81,79,80,36,48,0,60,38,32
95,100,90,0,49,20,50,0,70,73,7
65,12,0,0,65,67,62,24,68,30,38
68,62,71,38,95,63,73,0,0,61,38
42,83,81,92,52,76,46,0,41,99,46
99,29,0,0,42,55,0,40,20,55,43
40,31,100,0,93,30,0,0,73,98,39
0,0,23,25,65,65,0,72,0,44,11
0,0,0,0,21,82,37,90,97,11,36
55,0,15,0,70,99,0,15,0,42,23
0,11,0,88,0,0,0,25,36,37,8
0,0,0,0,59,73,68,19,65,87,6
76,0,31,99,16,0,0,0,88,16,20
0,43,72,17,41,69,0,16,53,40,5
0,60,64,22,0,75,49,41,76,66,29
56,37,15,0,11,96,19,40,0,54,41
0,94,16,64,94,80,47,0,0,75,40
60,50,56,39,25,82,83,0,73,66,45
0,21,17,0,53,52,0,0,56,95,7
79,19,65,48,10,53,68,72,0,100,17
92,73,75,0,53,79,98,0,44,70,42
74,12,47,54,46,23,24,78,0,81,1
0,27,45,45,77,18,61,86,0,29,11
46,82,40,0,15,12,73,78,0,57,44
0,13,20,0,72,66,17,100,74,87,24
84,77,61,77,20,0,71,0,0,17,18
82,48,0,19,36,38,0,0,65,16,28
25,80,35,27,0,15,78,34,75,64,16
0,72,29,0,97,35,0,28,48,34,10
