100,8,6
3395,5379,4834,5605,2558,4131,3575,3990
37,69,34,97,69,93,65,71,42
45,53,77,0,0,45,38,0,23
0,0,40,89,35,0,77,0,9
0,49,35,0,76,37,86,0,29
55,79,71,72,58,71,84,48,15
65,0,88,90,47,63,57,0,36
0,37,72,58,37,37,20,0,1
30,0,0,88,27,10,20,38,19
0,42,83,26,11,63,35,78,2
0,55,75,32,78,76,48,65,21
0,43,69,86,31,74,79,14,37
0,0,57,46,0,97,80,0,34
37,98,0,88,21,22,15,74,17
22,43,92,67,86,56,63,91,12
31,44,0,60,97,46,50,0,12
30,77,70,61,34,17,100,71,37
18,69,74,70,0,71,65,36,12
49,0,38,79,27,100,26,99,32
50,0,0,50,10,81,33,0,26
56,0,57,88,88,16,71,52,7
90,18,54,50,0,0,70,0,43
0,25,37,82,11,70,70,93,37
0,0,49,61,14,60,96,100,25
0,89,0,14,59,29,84,0,33
49,62,0,55,91,43,59,0,29
34,31,0,69,28,11,33,93,44
57,37,38,70,30,38,23,80,19
60,0,0,49,84,85,75,54,9
64,78,35,0,54,47,37,30,30
0,64,0,80,32,31,86,31,6
47,46,78,71,31,34,30,0,49
0,79,0,0,76,13,36,57,15
0,45,16,16,36,35,70,60,34
0,18,0,97,36,0,16,0,1
0,26,48,10,49,43,12,79,13
72,54,0,0,98,82,24,0,36
25,58,0,93,11,79,55,95,37
0,0,53,46,0,88,64,55,48
91,84,52,22,26,38,24,53,14
75,32,0,57,22,67,56,50,36
0,38,55,61,0,93,69,38,13
44,24,0,18,26,0,41,55,10
0,31,48,55,0,52,31,51,37
55,44,31,32,77,36,17,82,28
0,0,46,67,83,27,45,0,40
0,31,58,37,56,36,92,41,40
14,0,57,92,49,73,35,62,10
0,44,49,48,0,93,77,92,12
0,44,64,51,73,0,67,97,34
19,0,35,83,11,32,96,23,39
17,89,0,32,0,30,63,36,36
0,33,42,20,28,43,33,0,45
0,0,18,25,16,27,92,95,10
0,89,11,73,91,14,100,0,10
63,71,61,88,90,35,68,0,27
0,74,0,14,43,33,82,76,4
60,82,74,72,96,0,58,86,35
58,56,58,28,33,0,60,82,9
0,0,83,31,58,65,87,0,10
43,70,64,32,100,30,77,0,29
0,46,0,95,78,58,94,38,6
70,31,0,22,78,12,60,97,25
0,15,83,38,41,0,18,70,10
0,0,86,100,10,25,81,0,46
61,75,76,18,35,0,74,76,1
35,0,61,78,85,12,44,75,34
0,91,83,66,15,72,78,93,23
0,24,97,39,54,55,69,0,4
0,13,31,45,84,53,17,0,10
63,0,30,98,29,53,82,60,30
67,0,69,32,53,62,32,27,1
43,73,0,41,24,0,89,0,39
15,0,0,79,37,78,72,89,1
84,52,13,47,36,86,12,0,32
0,80,24,70,87,45,71,0,31
66,60,41,0,0,43,44,93,17
0,18,72,94,99,29,85,0,16
0,10,0,82,25,24,35,57,30
58,16,44,44,85,59,38,76,19
40,82,0,0,85,15,78,54,15
61,0,90,64,10,25,29,0,17
66,10,19,73,65,39,14,99,45
25,23,0,10,31,24,21,0,45
64,82,0,33,92,33,74,0,5
62,61,0,41,90,77,83,42,7
78,36,71,30,25,83,97,0,40
0,73,56,0,13,22,71,0,18
90,28,47,100,12,72,79,41,39
0,22,25,10,12,59,54,71,11
100,35,0,42,83,65,50,68,8
0,29,11,68,0,56,63,0,6
18,0,92,14,0,63,56,0,43
0,0,16,84,71,83,12,55,17
81,36,18,35,33,0,19,0,23
0,46,71,68,45,10,65,79,17
0,23,87,72,56,65,75,69,50
0,83,67,69,75,27,36,0,34
53,0,60,43,95,0,85,94,14
32,55,46,50,30,0,26,37,37
0,23,86,41,58,58,19,0,46
