80,12,71
4252,4486,4578,2831,3485,1891,1658,1356,1263,3585,2036,2303
23,97,51,87,30,0,0,29,0,23,0,90,5
46,83,89,55,48,0,0,11,80,97,50,89,31
0,68,42,81,59,64,48,82,62,11,18,73,7
0,27,75,86,66,0,0,47,0,15,0,12,49
0,0,14,26,94,0,0,0,57,64,26,28,19
39,87,64,83,61,0,0,11,99,23,31,53,4
88,81,53,0,91,45,0,73,0,80,63,96,26
73,80,54,0,55,72,82,0,90,67,0,0,19
0,83,58,0,78,67,90,63,90,61,71,84,13
32,88,96,0,0,0,0,0,80,82,50,28,46
36,64,62,0,86,0,25,11,0,33,0,28,6
17,68,65,68,25,0,14,79,0,0,37,51,11
53,0,46,0,18,63,57,92,0,69,38,97,36
78,21,31,14,11,0,0,77,0,0,0,0,16
34,49,98,22,28,0,0,0,0,64,63,54,19
0,41,91,0,97,50,66,0,86,33,34,55,23
89,35,59,96,30,0,0,60,0,21,57,84,37
13,12,18,40,46,0,0,67,45,21,0,79,42
19,0,69,0,31,0,97,0,0,64,73,61,27
0,59,83,0,72,74,0,95,0,19,85,0,23
35,0,44,44,0,16,0,62,0,88,0,19,5
16,26,65,13,0,0,91,0,0,23,90,69,11
24,71,75,49,63,30,0,0,25,0,96,85,41
92,36,80,0,18,0,59,89,28,45,0,0,18
34,44,17,0,11,23,0,94,0,55,0,71,34
21,0,25,0,55,15,42,45,62,95,53,59,14
93,0,16,0,40,0,89,67,0,27,54,30,39
58,22,89,0,68,84,27,0,56,85,0,16,33
27,38,15,32,76,0,63,0,0,48,71,80,41
67,0,100,54,10,10,67,0,51,95,0,40,22
0,66,50,90,46,0,100,0,0,85,75,100,40
53,10,29,30,43,97,0,0,0,99,36,77,21
23,67,35,90,0,17,35,44,60,87,97,73,14
57,91,65,68,0,30,26,32,45,59,29,48,31
21,10,47,44,74,70,54,86,45,61,76,57,37
45,83,14,76,90,0,0,70,0,94,0,38,35
73,15,95,66,59,32,60,29,0,35,34,57,38
51,84,91,0,60,0,0,41,86,0,43,70,15
46,81,18,53,47,58,0,79,0,30,99,85,21
29,13,93,47,64,34,54,0,0,13,0,28,27
21,47,78,0,21,93,28,47,0,93,57,57,12
45,46,17,0,27,0,0,0,0,15,31,89,46
23,11,68,95,11,0,92,0,0,93,69,68,18
82,25,19,0,0,0,14,0,0,22,62,45,11
0,35,48,0,95,53,0,68,30,74,0,0,37
0,55,92,31,93,0,91,47,0,39,64,0,16
0,29,62,0,27,0,0,99,0,34,0,32,41
22,99,73,0,10,0,46,0,69,100,0,98,11
0,51,91,99,38,33,0,96,98,22,41,81,32
73,83,10,0,55,0,0,0,0,36,99,34,23
51,15,97,99,44,0,17,72,49,74,59,27,36
0,0,46,86,18,0,0,0,56,0,85,96,17
38,95,33,71,10,0,62,0,96,31,81,56,5
100,84,49,46,70,0,0,75,12,72,0,0,30
43,28,34,0,37,0,61,0,62,71,61,75,13
78,68,20,0,82,0,100,33,0,67,81,70,5
76,0,99,0,60,0,30,24,79,95,75,37,36
23,0,49,49,73,0,0,0,0,66,32,15,49
0,0,52,0,82,0,50,0,84,30,74,0,15
77,59,85,0,19,0,89,41,0,88,0,94,4
68,13,83,0,15,0,38,14,42,14,0,98,33
98,0,61,96,79,0,0,0,0,61,82,30,34
0,92,41,0,12,13,66,87,0,98,16,0,17
0,10,55,37,49,32,0,37,77,59,0,0,10
95,0,12,0,87,29,80,21,28,74,64,60,34
46,86,15,97,17,59,43,0,0,78,14,0,44
41,29,47,0,0,80,16,24,0,27,0,71,32
49,60,39,0,40,11,0,0,0,51,61,0,24
74,56,65,36,19,0,38,0,11,71,43,24,1
0,0,54,0,0,61,0,23,0,12,60,0,34
87,86,39,85,0,31,41,52,0,22,65,14,47
84,25,78,65,10,29,25,0,31,77,15,49,40
95,50,86,16,46,96,98,0,22,32,44,96,15
86,22,90,69,19,0,57,0,0,34,73,95,30
61,15,67,43,43,0,70,0,78,59,31,59,46
31,44,63,0,40,41,0,0,0,22,89,23,29
98,0,31,0,39,0,53,95,0,79,97,0,27
83,81,17,0,98,0,42,74,0,95,0,56,11
74,0,36,49,25,0,0,0,43,57,0,79,29
34,54,12,0,87,0,100,0,48,34,21,24,42
