80,15,56
3119,2191,1433,2434,1989,2322,1409,2023,4093,2293,1824,2948,2283,2080,8334
61,48,35,0,0,77,62,0,38,87,92,0,0,0,0,43
0,84,72,0,15,60,21,63,19,0,97,38,99,0,0,22
46,0,52,62,0,21,0,0,66,0,82,64,0,10,44,13
0,0,29,0,86,27,80,0,73,0,20,92,0,47,0,47
0,82,78,0,0,84,0,0,35,0,0,65,0,42,0,39
0,71,96,0,65,70,94,0,74,13,13,19,0,12,95,14
0,0,37,30,0,27,16,27,70,0,0,68,0,0,0,16
81,12,98,0,97,23,0,69,89,78,0,0,0,14,58,13
22,62,28,0,52,88,24,30,22,0,79,33,0,61,16,28
98,84,55,71,100,45,62,0,29,81,55,0,0,0,0,23
57,83,41,0,50,51,21,13,77,0,20,0,0,0,0,17
39,60,63,65,0,79,0,0,37,15,57,0,0,69,0,29
54,75,18,83,0,85,39,73,58,43,0,0,13,0,0,11
0,0,41,0,0,22,0,44,87,78,62,49,0,0,0,21
56,33,15,0,0,31,43,77,84,0,0,65,92,38,69,15
0,54,86,76,86,84,77,94,94,97,0,90,28,44,42,13
0,97,24,85,57,38,0,14,23,0,51,12,0,0,16,30
24,58,25,41,12,15,0,0,68,75,0,47,0,94,0,46
0,85,100,0,58,72,0,0,11,0,0,75,84,0,0,41
28,82,90,80,74,73,78,17,35,49,0,44,0,43,55,50
0,0,58,0,94,10,26,0,65,21,94,0,19,0,41,14
0,30,57,0,75,88,80,38,81,0,0,70,0,10,0,32
0,91,80,41,29,16,94,44,27,78,0,0,0,14,34,20
0,62,99,39,42,88,0,0,13,0,0,61,70,89,0,27
14,0,31,0,0,34,86,0,35,33,0,28,0,0,75,50
0,27,11,0,0,16,0,0,10,0,28,0,81,55,0,41
90,69,50,0,33,34,100,19,41,28,45,0,13,40,14,3
71,0,91,0,0,40,74,0,92,0,0,33,87,84,46,46
0,54,92,90,20,54,40,39,26,16,50,48,0,48,0,42
0,26,71,0,0,40,71,0,85,20,88,85,0,11,51,36
58,73,82,0,0,94,31,82,15,86,0,64,24,0,0,26
0,97,65,0,43,92,0,15,81,58,61,0,81,0,52,8
31,0,15,64,80,95,62,0,39,13,0,0,71,77,48,27
11,78,18,51,43,66,0,0,64,0,66,0,28,93,0,25
0,51,17,39,0,18,56,0,88,0,0,33,72,0,94,17
94,57,73,86,0,37,0,0,63,78,26,0,0,28,0,37
0,30,55,44,0,14,0,0,16,0,75,0,0,25,38,5
19,59,92,76,0,62,0,0,47,0,0,23,0,82,85,41
92,52,75,0,0,63,12,38,12,62,56,52,61,86,0,24
72,94,23,24,34,93,0,42,33,0,91,22,67,0,62,33
0,55,33,96,0,45,60,0,28,0,0,0,74,79,45,35
81,81,43,0,42,72,70,0,15,0,90,0,95,0,55,45
0,35,23,0,37,88,0,84,43,17,0,0,0,75,0,1
99,24,82,40,14,67,0,45,25,48,0,77,91,27,88,46
0,0,15,55,0,38,76,0,12,83,0,86,0,11,0,34
61,79,44,0,0,67,0,0,51,93,0,0,21,67,34,9
19,90,62,88,69,14,94,91,34,11,39,26,0,16,0,25
0,81,56,34,0,86,0,0,67,26,0,99,0,0,55,42
56,16,11,74,95,84,0,0,60,0,52,0,0,30,46,9
63,57,24,96,33,65,99,81,57,35,56,0,0,0,92,37
0,94,37,56,0,85,0,21,44,58,0,38,0,13,0,44
0,0,98,0,0,54,0,0,32,10,52,0,0,0,27,36
24,27,68,0,0,47,39,17,26,0,0,94,38,95,77,34
0,0,72,62,60,47,0,0,49,56,70,32,25,16,27,50
25,86,38,38,31,69,0,98,34,0,0,82,0,86,10,7
91,50,65,32,90,62,0,0,97,67,40,0,94,0,40,35
0,51,93,0,0,98,0,40,45,0,0,0,0,23,17,30
69,90,90,0,78,57,22,0,77,19,0,0,0,27,62,29
86,70,23,0,32,12,100,74,61,0,79,0,0,0,0,41
0,62,99,22,0,23,0,0,16,0,93,20,0,28,0,9
0,29,26,63,47,27,37,0,73,0,0,0,0,65,40,48
57,12,44,38,15,36,0,0,44,27,98,0,0,0,42,21
0,78,48,42,14,80,0,43,99,0,0,34,0,49,60,18
94,66,75,0,98,16,91,0,24,100,85,37,0,83,85,8
45,27,27,94,67,77,45,35,57,91,0,0,0,40,0,10
21,30,71,0,19,93,89,75,46,0,0,0,0,0,28,3
0,14,45,18,56,65,21,0,97,0,0,50,0,0,0,14
67,27,21,0,0,40,76,0,93,34,35,0,0,80,0,30
0,49,27,87,27,0,0,72,15,93,24,0,83,62,0,38
0,80,70,0,44,26,24,35,24,94,39,46,43,0,0,20
0,71,33,60,90,71,74,0,84,0,40,63,0,0,31,16
64,68,62,14,23,31,0,66,94,0,80,69,14,0,0,8
92,57,75,91,0,98,58,0,11,71,86,25,0,47,100,18
92,0,48,0,0,59,96,0,11,72,0,93,37,91,16,47
84,0,28,0,63,55,65,85,29,55,0,0,0,89,77,3
0,28,45,41,96,61,19,0,20,0,0,0,13,0,0,2
0,0,30,43,50,11,0,80,48,0,77,0,0,0,81,23
97,43,89,0,56,59,81,98,10,24,70,0,0,0,19,10
0,83,27,0,44,84,18,37,34,22,16,65,33,28,87,32
0,100,84,0,0,59,0,36,24,0,21,14,0,62,0,30
