60,7,49
3199,2814,1561,1572,2858,5591,158
89,0,13,75,26,21,35,49
37,0,46,52,85,62,18,50
66,53,31,61,95,31,0,6
0,0,33,69,0,60,99,2
40,47,17,35,38,81,41,10
24,34,48,62,25,48,23,32
30,65,95,15,74,79,91,9
0,0,46,36,19,84,94,25
17,36,63,12,76,73,0,6
92,61,40,84,80,29,76,31
31,53,68,58,67,60,89,7
78,24,34,80,80,21,39,38
81,78,78,22,0,92,44,25
90,85,49,69,51,92,67,8
92,30,11,42,49,26,56,2
20,42,0,13,0,76,84,36
11,89,31,69,88,45,0,27
21,44,25,84,0,45,76,8
68,63,98,75,28,62,43,45
14,14,66,55,67,38,10,44
60,10,47,90,57,36,18,32
0,93,90,13,93,68,65,3
72,15,29,64,69,98,40,8
70,37,76,28,78,87,0,1
0,21,96,78,44,74,77,11
0,31,13,38,44,92,31,7
84,37,68,28,29,18,45,13
79,46,0,11,91,83,15,43
0,20,0,77,55,100,80,50
63,12,0,60,70,90,20,5
34,49,97,16,82,25,11,44
50,33,18,73,0,42,25,13
41,0,94,95,73,88,48,27
59,78,0,39,96,73,94,39
12,16,87,54,74,75,39,41
71,0,28,81,10,69,86,47
92,13,0,90,41,73,90,6
71,0,11,75,36,17,20,6
28,0,28,12,55,44,100,36
91,0,75,31,80,36,16,40
10,50,0,99,20,27,46,35
73,69,0,67,37,66,100,35
74,64,23,27,70,64,15,6
59,56,89,52,59,72,0,2
96,45,24,11,96,93,86,5
31,38,63,38,59,72,62,14
31,52,62,73,22,24,24,20
40,71,0,73,77,97,82,38
43,13,36,30,79,21,43,42
46,60,97,49,0,64,82,11
70,69,27,12,58,61,39,22
34,84,29,66,66,100,0,50
96,36,17,89,57,87,86,11
35,19,38,79,53,57,94,24
21,30,56,57,10,63,12,37
43,75,0,52,69,52,37,48
15,73,50,60,0,53,13,19
24,24,86,75,35,56,46,1
91,92,94,16,79,92,12,34
73,89,44,63,0,98,77,28
