60,11,1
3660,3300,2210,1517,1646,3394,1410,3134,2585,1993,943
37,52,34,43,0,39,0,83,19,36,0,12
53,81,67,33,50,93,19,94,29,0,72,39
25,23,27,0,45,82,69,18,39,24,0,26
98,0,34,37,0,84,76,0,26,0,21,39
0,89,11,84,0,16,78,0,86,14,47,17
59,34,11,95,98,0,64,0,48,0,97,39
23,0,84,16,0,84,35,92,16,78,90,23
66,0,41,47,0,69,38,74,34,0,0,44
79,0,65,0,75,86,53,0,68,0,0,35
79,0,31,19,0,10,89,0,69,24,0,4
71,40,94,72,23,26,53,55,47,0,0,42
10,54,85,0,0,58,39,0,64,0,72,21
97,34,37,61,70,0,26,0,27,0,40,19
46,63,56,70,0,75,66,28,82,0,10,45
75,80,90,53,99,0,74,22,33,0,0,47
25,0,100,62,0,78,98,19,63,99,61,36
16,54,87,65,0,79,13,0,36,72,95,47
12,67,47,79,89,46,39,89,53,0,0,36
78,0,40,82,0,37,22,0,60,0,0,11
60,21,70,53,27,0,36,24,56,91,0,38
91,76,87,18,63,29,66,38,94,0,0,40
93,29,96,0,57,0,0,0,56,0,14,13
87,94,62,41,0,0,37,94,16,0,71,8
28,0,89,34,45,97,98,53,46,26,0,6
0,86,25,57,0,14,86,66,85,0,0,11
26,57,42,63,0,16,48,0,88,82,0,49
0,0,15,87,21,17,67,88,0,78,0,19
0,74,35,92,41,0,91,37,86,0,16,39
60,0,53,60,0,21,68,0,60,14,83,21
22,63,86,94,24,0,43,83,24,96,0,41
44,25,20,0,40,14,42,31,57,0,43,22
57,0,25,77,77,100,58,85,0,0,67,7
21,15,51,95,0,19,12,0,0,88,15,43
50,99,43,44,94,45,11,19,63,47,56,31
90,0,86,79,0,43,27,14,10,0,56,13
79,26,84,74,0,92,66,0,14,0,0,14
10,37,31,64,86,0,86,0,19,98,0,50
28,54,49,35,12,16,100,0,0,63,0,33
28,84,91,70,0,18,51,25,22,0,43,36
65,0,82,0,36,25,48,58,55,0,0,50
57,32,53,13,44,55,0,80,70,0,0,37
35,91,78,28,0,74,30,89,22,0,24,49
0,71,84,0,13,67,21,0,43,87,0,49
33,27,76,0,0,0,52,76,52,0,0,33
55,0,60,30,0,76,33,0,22,22,47,1
66,51,70,99,0,30,0,0,37,16,63,16
45,91,66,36,92,48,25,0,76,0,77,43
17,0,38,33,0,94,16,26,55,0,0,1
53,0,47,89,0,46,53,67,55,44,0,15
43,69,52,84,0,0,58,93,0,0,92,44
0,99,13,35,0,47,11,0,85,86,69,34
89,85,34,0,0,33,84,68,89,0,88,6
44,45,59,13,0,12,70,85,77,0,0,30
0,25,74,46,0,24,14,53,87,67,12,36
52,36,58,33,0,78,88,0,34,78,91,39
24,12,60,58,0,0,99,0,64,0,0,13
27,54,15,92,0,84,31,27,73,100,84,38
61,42,65,21,0,58,0,79,73,0,0,40
0,61,45,90,0,0,26,74,67,87,17,25
56,86,63,24,0,66,85,0,39,92,87,38
