40,13,5
2369,1491,1778,1658,1183,1095,1146,2017,1835,1233,1482,2144,137
21,12,40,50,24,77,0,44,24,0,70,30,25,20
11,0,0,0,49,17,0,63,0,56,0,22,44,45
13,42,0,82,13,12,0,22,94,67,29,31,92,4
91,73,25,0,30,89,0,0,93,69,12,81,71,45
97,0,76,63,97,0,12,23,89,0,46,24,98,27
82,0,20,0,73,0,16,85,15,0,60,79,17,39
69,68,61,89,0,37,0,88,74,0,23,23,40,13
58,0,21,0,82,0,43,75,71,0,15,87,96,19
13,74,58,0,59,0,21,0,31,45,54,82,97,42
33,0,90,15,52,0,0,93,47,70,49,43,42,24
53,40,46,13,72,89,84,54,0,0,96,54,79,45
49,79,97,0,74,0,43,47,0,0,48,85,81,10
13,0,87,0,85,16,17,67,13,98,84,97,97,32
80,46,49,24,0,0,58,99,0,19,10,99,73,12
67,36,62,27,59,0,0,0,57,0,20,24,14,45
42,0,55,86,36,0,93,0,51,0,30,32,39,44
78,0,34,0,0,24,0,0,35,0,0,98,100,22
10,0,17,0,15,0,0,86,90,0,0,33,74,48
83,13,0,61,0,0,0,71,0,0,77,30,51,45
78,38,0,0,0,0,91,82,100,0,42,78,83,6
67,99,55,0,82,0,13,95,0,0,0,20,90,18
77,14,0,0,0,56,20,36,36,0,15,18,43,44
24,33,0,27,0,85,71,22,26,0,31,43,72,31
48,0,0,33,0,14,0,0,27,31,81,25,55,50
61,0,41,64,36,0,0,61,0,0,25,98,96,29
44,26,54,26,0,0,51,21,0,0,14,73,72,38
12,76,47,0,0,65,41,39,15,0,54,90,45,17
50,48,77,98,0,73,51,0,30,0,25,50,46,35
68,0,81,0,0,0,0,86,0,0,43,76,50,50
87,49,47,48,32,0,97,0,23,0,71,55,31,43
58,45,66,0,86,0,55,32,98,0,78,76,50,42
18,42,12,69,0,85,0,66,82,0,57,47,73,37
38,0,80,67,0,94,79,19,0,0,34,38,32,23
81,12,61,0,11,68,19,74,50,44,23,16,55,46
81,44,61,0,0,0,0,92,61,33,49,29,81,27
32,0,0,48,0,0,14,97,45,0,57,80,15,47
91,86,69,94,56,0,0,21,29,0,33,81,26,49
21,77,75,79,26,68,13,48,31,0,69,65,78,35
52,0,0,0,70,0,64,88,83,68,20,11,38,16
99,0,31,58,0,0,0,53,0,0,12,62,16,31
