60,6,12
2605,2307,3956,1949,1772,1342
0,81,86,25,52,74,42
47,91,87,0,56,51,5
0,52,87,95,60,12,46
13,98,70,78,0,0,15
0,0,74,74,39,23,33
93,0,53,50,80,25,7
97,84,69,43,56,64,48
0,62,44,76,60,98,1
21,87,61,88,0,91,7
90,0,38,30,44,15,12
64,0,83,52,61,47,40
36,67,84,0,0,29,5
59,41,21,24,0,28,16
49,13,22,42,0,0,48
89,42,15,59,0,59,14
18,24,17,48,51,74,36
26,35,20,43,70,0,2
61,44,95,81,0,10,32
0,85,36,34,49,0,45
0,55,73,0,92,29,12
62,42,42,38,52,16,37
88,77,95,88,11,38,41
0,70,93,0,0,43,34
50,86,96,23,55,16,37
0,65,66,38,12,87,6
47,47,59,49,29,87,45
59,10,14,29,0,12,32
0,0,56,44,35,74,50
42,0,16,27,67,18,37
0,0,31,29,57,70,47
84,21,35,0,0,61,33
23,0,66,73,0,75,1
86,0,97,54,11,10,44
0,0,42,0,0,67,20
0,33,16,0,49,14,43
0,0,21,0,48,67,25
0,0,41,21,34,70,41
59,29,69,26,97,26,27
0,0,68,42,63,0,46
62,24,60,99,89,87,40
21,55,51,65,74,67,27
0,25,13,63,15,80,5
0,72,71,43,0,0,44
0,0,35,70,37,43,39
0,67,33,20,88,23,29
69,59,75,42,99,23,32
0,22,87,45,0,59,11
0,73,34,40,96,69,8
49,97,66,0,0,80,38
63,35,42,89,0,11,19
96,20,11,96,19,88,21
0,53,81,26,0,33,11
0,0,94,29,0,57,30
0,80,90,96,39,0,18
0,0,55,85,80,0,27
81,0,39,43,0,78,46
0,0,85,31,0,0,25
13,34,45,91,0,50,28
43,44,59,46,0,64,44
89,0,12,0,92,97,39
