60,8,30
3278,3500,5673,4030,1731,1317,1616,47
69,0,70,0,36,13,83,45,1
15,83,82,18,34,0,0,82,48
0,37,95,0,92,0,74,11,4
34,0,71,48,49,11,20,0,13
70,68,81,60,53,0,11,0,4
60,90,65,18,80,43,0,62,9
66,50,71,98,91,27,96,100,6
36,84,99,73,73,99,0,83,25
28,100,54,0,69,0,82,69,49
98,78,26,40,87,0,57,0,17
0,0,11,61,83,23,99,62,6
0,20,27,15,14,0,26,87,45
28,0,72,83,78,19,72,79,36
0,20,40,10,10,51,11,0,49
88,43,99,11,62,98,27,0,12
0,0,85,40,62,24,85,0,11
78,0,94,0,16,87,69,66,11
74,63,73,46,61,0,89,46,40
61,0,15,19,55,0,59,27,23
67,62,88,73,56,0,71,36,34
39,0,85,66,45,0,86,69,34
0,0,100,86,59,78,0,76,10
24,93,55,100,45,33,14,97,24
11,100,16,27,97,76,71,14,22
83,16,43,49,62,77,84,99,2
0,84,56,99,33,0,98,83,1
54,0,38,23,90,71,91,87,16
0,21,48,30,76,76,21,51,13
39,48,38,49,89,55,0,50,10
22,54,26,68,19,83,77,0,18
62,55,67,11,35,0,0,54,34
84,43,85,58,73,0,0,83,41
18,21,97,0,45,0,77,0,19
21,81,32,0,33,0,61,72,35
0,54,64,54,28,12,57,47,37
91,17,95,64,90,10,23,0,20
16,13,56,52,35,0,0,15,32
48,69,82,0,76,54,0,14,13
64,85,17,40,53,0,46,19,22
91,54,80,66,67,15,69,0,48
0,54,77,35,24,0,60,57,18
59,74,95,0,59,90,49,10,22
0,99,31,67,25,0,42,78,15
99,82,98,75,41,0,45,17,41
0,63,77,85,49,42,0,49,4
45,72,97,47,22,64,0,24,7
96,0,40,56,59,50,0,27,4
15,0,94,25,71,72,26,0,5
69,60,45,62,51,0,26,25,39
22,50,71,94,48,33,83,30,13
24,0,50,63,14,68,0,0,21
50,0,89,0,67,0,19,32,17
16,65,65,13,34,0,0,0,1
91,37,14,75,60,12,58,31,44
97,58,86,86,76,90,0,17,47
17,50,31,78,12,0,74,98,28
50,51,37,0,65,0,38,75,16
25,69,62,32,70,0,37,72,47
34,0,64,90,57,0,71,0,11
83,29,72,94,42,0,45,57,37
