20,9,55
505,240,303,911,1810,186,188,269,1800
0,43,94,43,23,26,11,62,45,1
0,26,91,53,90,36,51,75,0,47
0,59,39,40,71,34,0,29,0,9
83,94,0,54,60,91,0,83,25,9
35,34,87,68,0,29,69,28,85,35
0,0,0,10,75,40,53,84,0,40
51,66,0,0,41,47,48,80,0,5
0,27,46,37,15,63,85,74,82,26
0,66,14,37,79,27,0,66,16,20
31,0,66,43,85,46,37,10,43,21
0,84,14,53,69,66,0,89,92,47
31,13,55,42,99,49,0,27,93,8
70,76,41,69,89,16,0,17,74,38
0,0,0,0,74,31,0,50,92,43
0,31,62,79,37,74,36,23,96,15
34,0,0,56,82,61,85,18,72,45
0,63,93,18,88,77,0,51,53,47
37,77,12,0,0,78,38,34,53,18
0,55,25,38,86,97,82,69,60,19
0,0,0,38,50,25,0,39,67,19
