60,14,10
2360,3537,3106,2184,3891,3862,3725,1836,1758,1314,1983,3012,2019,712
0,20,12,0,15,0,61,75,54,98,0,41,61,58,44
0,68,88,63,71,64,69,37,16,78,0,92,14,53,13
46,34,92,19,82,22,13,76,30,0,54,72,0,74,14
0,0,56,0,100,68,41,70,74,24,87,62,76,81,16
0,28,26,75,79,72,37,45,23,50,89,59,37,36,45
0,82,0,21,51,12,98,22,0,38,38,63,51,36,47
23,45,63,25,20,0,35,21,74,71,0,42,94,32,30
92,96,26,0,72,10,68,100,82,0,47,96,91,38,11
79,0,97,47,60,32,68,41,69,69,61,77,29,0,1
10,44,93,82,36,32,11,84,0,94,76,42,31,0,47
64,33,21,0,90,52,67,78,11,32,67,21,78,37,33
31,84,0,10,87,0,59,21,99,30,39,44,100,40,9
42,33,32,89,82,59,98,91,16,0,55,16,72,56,2
32,0,97,95,24,46,46,63,71,38,16,57,86,18,8
40,62,66,69,74,63,58,98,0,0,20,58,17,34,13
0,22,15,0,17,37,78,17,0,0,16,74,29,67,41
100,79,0,12,67,87,80,80,28,0,70,69,55,0,18
44,0,27,0,50,56,99,73,0,19,58,85,0,31,31
23,11,63,0,24,22,42,39,75,0,44,79,95,13,38
0,0,0,54,90,87,79,56,82,71,0,31,53,40,23
0,74,75,0,65,11,43,10,78,14,12,59,39,71,14
16,96,0,21,89,89,31,48,21,50,76,13,90,45,26
0,10,29,20,19,0,26,83,21,0,88,61,0,24,27
0,35,68,0,92,38,83,69,0,0,35,96,79,74,38
0,14,42,0,99,62,55,81,21,41,19,31,82,35,28
94,59,31,0,31,22,34,48,59,0,99,22,12,52,29
18,48,85,0,0,25,23,64,35,80,78,95,27,97,32
0,41,62,0,34,22,57,67,24,75,0,50,36,0,43
0,61,28,0,87,82,56,31,86,0,97,53,97,93,35
0,58,0,0,66,18,88,99,92,0,96,80,67,80,36
0,56,24,0,46,83,54,13,59,0,38,22,92,15,28
51,63,72,11,62,61,33,87,27,97,11,85,55,0,37
0,10,32,0,26,80,23,19,39,0,46,92,97,60,42
0,44,23,28,56,67,86,22,67,96,14,30,92,28,3
69,85,55,43,34,0,21,54,92,74,21,56,95,10,14
0,70,39,0,40,52,60,26,98,65,68,55,60,12,15
0,87,48,85,52,13,36,87,43,47,0,88,11,21,22
18,33,39,0,94,86,76,98,70,83,10,58,96,32,45
94,46,13,0,95,0,21,10,100,0,0,92,38,94,3
0,33,20,0,16,92,46,86,84,0,31,99,73,12,20
0,12,51,37,30,98,37,10,0,0,68,11,12,19,28
51,35,78,71,27,26,70,88,69,74,68,53,57,77,31
0,63,27,95,16,50,66,68,17,11,0,50,52,65,17
0,24,63,87,61,52,71,15,30,52,50,92,38,0,36
0,61,66,0,76,55,99,17,77,92,42,60,57,0,38
0,24,23,0,10,96,34,11,0,0,61,48,76,62,47
99,77,23,0,48,40,39,27,13,82,49,40,23,0,34
73,80,0,45,19,33,70,30,98,17,56,50,78,68,18
87,70,46,74,69,0,77,93,70,49,91,63,22,47,35
57,35,90,67,0,23,44,17,29,93,73,82,16,89,38
73,0,87,37,37,36,69,16,78,0,0,82,0,17,19
12,84,27,91,96,100,90,99,12,0,33,88,56,21,1
34,0,31,0,96,0,60,11,49,83,66,38,89,0,25
80,45,0,0,35,0,78,10,50,0,0,66,24,0,32
0,97,14,34,20,0,63,15,32,0,47,50,99,20,27
20,41,57,0,96,96,15,28,25,71,0,25,14,48,10
0,87,81,65,26,74,77,96,52,0,70,75,18,0,5
15,74,68,71,45,11,35,77,96,36,28,90,94,66,8
45,62,66,79,88,47,67,54,32,18,0,81,11,0,25
87,0,80,82,26,38,39,42,54,53,22,25,48,92,5
