100,13,10
5486,3886,4438,3488,3071,6474,3808,4168,5165,3679,4579,3118,495
43,25,0,96,74,0,34,85,0,0,47,33,0,10
13,14,0,55,50,83,19,0,0,0,63,0,0,50
0,46,33,0,70,83,25,0,95,85,51,44,0,35
42,94,0,71,81,15,21,21,64,0,44,47,40,29
0,0,0,0,27,0,46,55,65,95,12,58,97,13
97,52,78,0,74,80,17,51,14,0,52,62,79,43
96,57,81,0,29,25,22,57,80,0,30,46,0,44
0,95,76,0,12,46,0,78,17,86,69,73,27,24
15,15,18,60,43,0,78,57,58,0,0,49,0,41
36,0,33,94,50,76,91,18,28,0,22,49,0,32
27,21,88,0,69,96,49,12,49,0,57,30,0,50
10,0,42,51,63,37,66,0,68,62,0,58,63,15
83,0,0,0,46,63,65,63,42,70,18,48,40,45
36,39,77,24,82,45,79,20,33,53,82,87,0,40
18,71,79,46,23,0,0,69,63,42,32,73,0,6
23,34,0,48,80,23,55,58,75,0,0,0,25,37
73,84,0,14,35,15,80,0,0,30,63,0,98,29
41,69,0,13,87,86,25,91,0,97,68,0,0,28
79,63,0,82,29,100,50,40,80,0,85,56,25,21
14,0,88,0,36,67,20,82,84,0,0,83,0,46
39,0,18,0,56,15,75,15,0,56,61,53,25,22
0,40,36,0,44,27,83,68,12,0,42,67,0,35
65,65,11,75,100,95,0,59,28,0,54,0,85,20
54,0,58,0,55,73,0,61,74,0,0,21,24,37
57,0,0,91,78,11,20,62,79,0,83,55,0,18
14,87,14,63,46,34,69,13,11,0,19,10,0,36
80,0,0,0,43,43,0,22,49,0,39,13,0,48
93,82,28,66,34,16,99,21,21,0,34,0,62,40
60,0,0,88,95,54,0,28,24,10,0,0,0,38
89,0,66,51,39,57,80,91,10,93,0,48,0,44
78,23,86,0,67,54,99,11,0,0,40,0,0,28
13,96,44,0,33,14,32,32,0,0,48,39,88,32
30,0,0,41,73,0,12,83,20,0,0,0,83,43
0,13,76,0,26,58,14,0,16,84,63,0,0,22
85,65,76,0,56,69,0,100,0,0,0,0,0,21
