100,16,24
6848,5575,5586,7544,4551,4438,2680,2203,2101,2130,2860,2460,3150,2610,2921,360
55,53,83,69,0,26,0,86,42,40,94,64,26,22,27,63,6
54,31,21,98,0,0,24,72,0,78,69,0,63,29,88,29,4
93,61,59,16,95,90,27,0,0,0,42,90,81,0,0,89,8
85,43,17,58,71,100,96,87,0,44,82,0,49,43,61,0,36
49,68,64,100,0,87,0,0,0,66,44,96,0,47,36,0,14
97,76,24,63,15,44,0,0,0,56,54,92,94,20,72,50,49
38,31,84,76,0,13,0,43,0,44,14,80,0,95,28,0,40
57,67,90,45,15,0,79,0,25,0,70,90,35,29,23,0,40
48,35,0,69,57,82,97,63,41,0,0,14,18,65,23,85,37
41,50,99,47,0,79,64,45,29,0,0,84,0,0,53,42,30
49,90,78,86,79,13,0,53,0,0,38,57,94,24,0,0,21
34,82,32,53,88,13,48,98,89,59,52,90,0,17,0,0,46
32,51,82,76,43,38,40,63,57,64,80,79,45,0,12,43,16
71,21,41,56,31,67,0,0,0,95,89,28,0,100,63,59,44
11,39,12,16,0,0,97,0,18,84,0,0,89,34,20,33,40
72,41,54,100,67,93,62,0,0,60,91,56,46,81,98,37,1
36,40,41,19,88,0,0,0,85,94,0,68,76,78,97,77,4
78,22,43,70,60,69,52,14,0,97,0,0,73,52,62,80,39
29,72,61,37,100,31,0,0,0,68,82,63,0,64,70,0,12
76,70,24,37,0,93,64,0,0,0,0,21,15,29,11,81,50
68,82,80,94,38,0,0,0,64,0,64,16,61,53,0,30,9
71,39,53,34,49,39,11,0,33,42,92,0,44,38,15,0,11
47,23,40,61,0,0,0,48,18,76,79,44,30,10,0,41,13
58,50,46,90,60,63,12,77,57,90,69,0,0,91,63,77,11
80,12,90,40,0,0,0,0,17,18,69,53,0,56,34,0,7
64,50,0,78,0,88,0,0,14,62,58,0,89,0,90,0,22
38,77,58,100,0,38,0,76,97,0,19,0,31,21,53,0,10
33,39,92,76,91,32,38,0,93,0,47,63,48,52,11,0,12
81,62,46,37,70,29,0,0,0,18,77,11,73,47,95,19,33
48,51,0,85,0,31,51,0,0,0,71,77,13,88,79,0,27
62,78,76,71,59,63,70,0,0,57,49,0,43,43,42,45,25
53,60,90,43,0,58,59,62,82,0,11,89,10,54,29,87,32
21,94,77,84,91,0,0,12,0,28,10,38,0,32,41,90,9
97,82,0,94,0,51,0,0,12,42,0,0,32,82,71,54,7
100,67,62,81,79,93,0,56,43,0,50,42,44,92,38,88,41
70,67,10,58,77,28,0,0,0,0,20,81,31,20,65,62,32
69,72,55,16,0,38,82,81,0,63,71,71,34,28,23,42,33
71,99,67,82,44,83,48,42,0,38,28,67,78,0,91,55,11
10,45,23,88,72,14,27,0,0,48,18,50,40,87,96,61,40
24,40,48,34,41,0,0,24,68,0,48,20,78,0,82,60,29
16,28,99,0,0,22,0,0,59,0,70,80,19,22,39,55,32
55,26,51,61,11,75,0,53,41,43,86,79,0,89,53,11,33
100,68,13,53,58,0,89,0,0,0,65,57,0,84,79,51,24
78,66,0,32,23,0,0,0,94,0,68,0,0,26,48,17,31
27,63,89,18,0,0,0,42,39,0,82,0,75,0,0,0,32
21,27,55,10,61,61,84,0,0,82,0,0,96,77,13,0,22
67,76,60,75,0,26,0,0,86,84,28,74,0,0,75,92,43
68,64,73,65,79,48,0,15,53,0,0,0,21,53,97,99,38
57,58,52,100,0,0,0,23,67,0,61,38,0,21,39,0,15
21,88,0,94,0,74,0,94,0,31,0,17,75,0,68,65,46
42,42,26,68,0,23,0,0,0,87,69,81,0,73,35,52,24
82,58,96,86,30,31,0,0,98,89,98,0,0,81,29,0,27
42,11,54,49,0,94,0,68,80,63,88,63,28,84,68,0,12
43,18,57,72,29,76,15,43,0,21,82,64,0,15,52,33,35
48,86,36,42,90,63,0,31,0,30,40,85,26,92,33,86,32
39,30,50,13,35,40,0,25,0,0,49,0,49,55,67,20,28
98,47,33,81,89,37,0,0,69,0,24,51,0,83,20,0,32
60,71,100,81,22,41,0,62,0,0,68,70,0,85,55,0,22
27,19,33,14,0,59,0,0,98,0,79,23,0,22,32,100,14
84,90,54,45,93,40,12,0,0,45,39,88,81,73,33,13,36
43,44,47,46,0,41,35,0,0,0,17,0,44,0,19,94,35
91,59,27,0,0,32,0,56,10,70,45,89,0,21,56,75,41
78,58,30,28,69,23,68,96,0,0,92,0,39,11,80,71,13
63,31,46,53,31,87,0,60,0,71,54,0,0,85,51,13,36
25,83,78,45,50,52,64,0,0,0,0,12,87,41,20,99,48
13,23,63,33,0,55,0,36,0,56,18,16,0,77,38,93,40
86,92,21,32,27,17,67,0,0,73,51,34,0,69,86,0,31
49,83,0,94,39,0,32,0,40,0,39,17,78,38,55,0,9
14,11,96,96,44,77,0,26,76,0,0,51,0,75,38,84,44
92,35,13,76,0,0,0,0,0,0,84,27,0,0,94,27,4
76,49,12,28,56,0,68,13,0,0,97,0,0,80,74,31,50
89,46,27,44,30,66,0,99,93,0,49,70,25,0,25,93,23
34,60,45,16,97,62,78,39,63,0,34,77,0,26,56,85,3
43,47,86,30,0,73,53,46,62,88,66,85,0,48,67,97,12
40,24,20,68,73,75,35,74,0,66,20,23,0,21,42,40,6
82,100,67,98,0,75,0,0,0,0,52,33,0,54,21,55,10
58,99,35,47,0,0,0,0,0,0,80,17,67,24,0,66,16
31,36,12,66,0,75,0,17,0,0,0,70,62,70,35,83,2
20,69,53,14,11,17,0,21,0,0,18,71,0,18,97,46,4
85,60,70,72,0,0,33,74,62,93,92,48,59,80,63,30,32
45,25,63,55,90,61,47,0,0,74,66,28,41,15,15,0,25
63,84,13,96,78,44,0,67,0,76,0,0,33,0,58,45,36
76,47,0,23,86,0,51,54,0,53,19,91,0,81,48,0,5
49,24,49,64,0,34,42,0,0,14,85,14,53,65,67,0,19
85,47,42,49,39,72,90,95,27,76,21,61,27,49,23,65,28
23,99,50,75,0,0,20,29,82,0,37,33,0,15,98,26,47
66,38,28,97,100,64,0,0,0,0,85,56,85,89,79,0,9
95,23,63,15,0,11,0,0,0,17,55,43,0,46,66,41,9
54,16,32,24,0,74,0,0,68,0,88,15,0,82,100,39,46
94,97,45,16,0,62,0,71,0,100,44,19,31,0,65,78,32
64,18,93,11,0,0,34,50,51,76,95,60,80,12,54,0,46
32,18,62,56,23,15,0,19,93,0,69,0,0,48,99,78,38
84,36,0,0,87,57,12,0,24,0,0,68,0,0,12,91,22
14,23,75,32,0,29,93,0,0,0,42,97,53,71,67,0,48
80,75,79,37,0,10,40,89,0,0,35,98,92,86,27,76,7
63,92,0,0,95,55,81,98,0,23,39,73,41,24,99,26,29
82,10,80,36,0,0,0,0,0,29,37,26,46,0,14,0,47
93,27,70,95,20,34,0,45,0,88,21,0,41,0,56,92,18
82,77,20,72,21,17,0,0,0,0,89,89,0,76,99,66,43
19,54,51,28,0,82,23,37,76,0,73,0,78,78,21,97,21
