60,16,41
2311,2557,3974,3083,3598,3847,2918,2836,2000,1985,2170,1450,1390,1537,1561,1934
64,0,29,95,64,90,86,20,0,88,42,0,51,35,0,14,13
69,89,21,87,73,79,29,59,93,34,0,93,26,58,0,32,6
37,0,0,70,32,69,54,84,99,54,21,96,0,34,0,36,1
0,46,0,81,0,10,0,97,0,52,31,21,0,88,21,48,40
12,38,65,16,67,89,19,11,82,16,92,75,0,16,0,0,36
50,0,38,93,54,79,98,78,0,62,38,71,0,42,12,0,10
89,0,62,63,0,55,87,23,43,70,95,0,48,52,65,0,42
0,91,40,77,0,37,45,18,55,17,24,81,0,92,59,43,19
11,61,12,56,23,31,0,43,39,33,90,16,0,23,89,86,24
0,0,84,62,27,74,53,48,0,49,42,61,0,25,72,20,42
0,0,97,61,0,44,83,88,49,0,42,28,51,47,30,70,40
27,0,50,0,67,15,26,30,0,96,0,65,91,79,37,77,35
19,0,18,29,71,81,67,68,0,53,0,44,18,30,0,58,42
19,69,42,37,61,37,0,26,61,53,39,0,56,33,92,37,49
25,18,56,0,86,79,63,15,55,88,82,0,11,44,25,91,43
0,40,43,79,13,87,0,65,0,75,0,51,0,93,0,22,31
50,92,49,61,78,36,19,65,35,0,22,0,95,55,82,0,48
0,0,70,17,62,51,0,23,61,30,29,57,22,99,0,0,14
0,0,92,80,71,45,62,55,69,64,29,0,26,16,59,92,22
35,34,88,33,75,54,0,22,30,61,41,53,0,93,50,15,44
0,0,24,37,90,97,28,57,78,85,42,76,49,77,0,85,23
19,0,33,40,0,24,0,93,78,86,0,0,37,12,47,26,30
37,0,11,88,54,47,43,41,84,72,66,0,0,21,76,88,22
0,0,53,37,53,0,34,81,42,31,72,0,0,65,97,0,34
22,73,80,41,70,75,51,55,0,14,71,0,75,25,62,0,24
10,87,0,97,48,21,0,74,37,20,27,0,0,23,0,34,37
83,36,49,66,53,60,92,80,0,18,14,46,0,72,0,0,5
0,13,62,0,0,12,0,72,55,92,0,0,0,54,86,0,11
45,75,13,87,0,21,0,28,0,16,0,46,71,28,25,81,40
0,0,74,65,0,18,17,70,0,35,0,74,0,37,30,0,29
0,70,0,69,17,100,0,70,87,36,77,0,97,15,87,45,3
12,0,36,61,0,91,91,18,0,71,39,55,57,63,77,92,13
15,11,73,75,20,83,27,37,87,21,83,47,0,79,0,90,17
20,72,56,82,87,25,92,69,25,0,88,28,61,84,0,25,7
89,88,90,79,0,47,64,99,0,0,0,0,54,28,0,42,7
0,24,31,84,0,0,66,13,19,44,0,0,86,13,0,47,26
0,0,51,90,31,48,60,37,59,0,63,36,92,47,57,93,35
59,0,84,55,0,14,42,20,34,27,61,85,100,46,0,62,20
98,0,43,22,42,33,0,11,0,82,0,85,79,13,40,25,43
23,65,41,30,0,65,0,93,44,13,88,13,90,17,44,44,11
0,0,63,0,0,84,53,91,0,84,0,0,82,99,22,67,35
48,0,95,36,68,84,0,78,0,17,0,95,0,56,20,54,19
0,20,59,0,0,59,19,31,43,16,53,17,93,52,30,36,8
0,0,90,0,70,84,62,13,0,36,17,36,0,84,13,0,25
31,99,23,0,38,59,16,27,57,51,0,0,71,92,36,24,21
74,65,93,18,47,80,61,97,0,72,0,34,0,83,0,70,12
0,0,92,0,0,15,0,57,88,88,0,0,0,98,99,31,11
56,57,90,55,76,87,0,37,38,92,82,32,0,53,0,55,45
57,0,13,81,69,10,41,35,85,31,0,70,76,37,89,78,49
0,0,17,33,92,53,13,32,0,42,0,43,0,65,0,77,46
0,74,18,47,69,41,84,75,0,67,50,67,96,94,86,0,37
97,91,24,60,76,55,14,53,0,60,42,0,60,21,98,94,21
0,0,77,14,78,61,0,32,0,93,28,76,0,45,42,63,42
0,0,27,89,16,38,31,63,0,95,37,30,0,60,0,52,19
67,75,68,84,39,35,37,75,34,28,85,16,96,40,72,32,1
17,57,38,15,55,71,66,49,64,26,90,82,0,14,26,59,44
56,54,65,54,11,18,67,26,15,15,0,11,0,55,77,19,36
45,84,44,0,44,77,75,37,86,0,85,28,44,66,0,60,15
15,0,15,77,50,82,43,19,67,46,76,78,53,45,65,49,13
0,0,13,77,44,40,77,29,0,36,0,63,51,35,90,93,4
