20,16,16
1103,925,1190,791,626,1107,924,806,768,804,579,502,511,466,302,727
13,73,46,98,24,75,82,73,30,50,74,0,18,24,35,59,30
62,16,50,69,32,45,16,43,59,0,0,43,43,98,0,89,37
0,40,10,0,0,44,81,79,78,14,0,0,74,18,0,64,46
46,34,59,26,83,33,30,92,51,90,76,54,79,38,0,97,47
0,82,81,18,99,45,100,25,64,99,25,0,37,16,0,32,29
14,90,21,13,0,0,81,41,95,0,0,17,95,34,85,25,4
77,32,14,45,61,20,99,0,77,0,0,0,75,0,67,50,6
61,61,17,52,18,42,57,98,14,78,66,0,44,0,16,61,31
18,0,81,52,41,0,73,39,20,90,15,62,72,67,43,22,33
71,23,92,28,0,41,29,43,56,80,35,0,28,0,0,39,16
66,71,28,17,0,81,39,37,25,46,13,68,11,11,60,0,31
56,50,54,0,0,13,95,25,66,17,84,72,78,69,39,28,48
18,88,53,0,12,22,71,81,72,93,0,23,0,36,99,96,24
0,67,79,50,70,0,34,48,87,0,19,82,0,28,23,0,24
54,42,75,0,55,0,14,10,73,44,20,0,0,0,0,73,1
72,24,15,31,0,99,66,88,56,78,0,0,20,78,34,77,33
0,32,59,41,0,67,18,71,98,89,83,95,53,0,0,41,39
37,63,58,97,52,0,50,76,36,29,57,0,45,0,50,61,3
71,0,22,26,0,85,20,69,0,56,0,42,69,77,0,41,16
0,0,69,0,0,83,71,66,59,0,30,0,55,28,0,18,41
