20,16,31
1222,1016,997,1253,1406,1070,692,750,479,467,712,985,648,356,421,8
47,0,51,47,51,46,50,78,0,0,12,100,20,38,0,48,1
76,100,91,0,28,68,30,0,28,0,46,90,83,0,36,30,42
97,98,0,89,57,77,36,50,69,33,21,84,83,0,0,0,48
68,81,97,39,51,33,0,26,45,97,50,82,67,85,96,54,5
20,0,0,35,27,57,54,0,0,10,74,69,28,69,0,28,49
61,23,17,47,42,58,48,64,0,62,59,58,97,0,0,0,37
52,24,45,17,32,58,71,88,0,100,56,24,56,0,37,50,17
64,45,66,55,47,35,83,0,51,79,35,14,58,60,80,42,38
0,0,39,85,33,80,49,69,0,45,47,34,77,0,40,34,38
17,33,53,43,23,86,15,79,68,91,73,60,27,0,0,71,1
17,69,0,80,61,11,71,48,48,0,58,87,98,42,0,0,49
68,70,21,87,91,93,32,80,37,0,0,70,22,0,35,10,24
66,62,92,36,100,22,15,16,95,94,76,84,0,0,18,0,12
77,72,46,78,55,79,51,0,0,67,71,94,14,0,18,76,3
48,26,24,79,13,99,25,63,97,0,14,82,50,70,97,89,15
40,44,66,86,40,20,0,0,12,0,53,99,88,70,21,57,38
0,0,16,56,42,13,15,60,33,34,33,54,47,56,0,0,15
38,0,90,36,74,67,77,39,0,97,0,39,38,39,0,79,7
44,76,33,0,69,20,0,68,88,0,36,62,0,39,0,33,14
84,61,68,69,69,53,0,0,71,0,31,89,50,30,0,64,13
