20,8,40
967,883,1379,808,561,1005,440,1108
19,41,64,81,87,46,89,63,33
34,92,51,0,67,25,0,32,40
75,68,36,79,41,52,62,59,45
58,14,76,0,79,60,0,76,16
65,32,70,77,82,17,0,62,28
36,97,79,73,0,99,85,29,46
41,0,80,0,16,79,0,43,16
78,54,12,0,0,20,0,40,34
90,34,81,86,45,88,85,68,13
56,96,53,0,0,17,0,74,46
54,0,96,49,44,25,0,30,9
89,22,21,0,0,50,81,51,27
0,22,58,87,0,80,0,93,24
78,87,14,58,35,14,0,72,24
23,32,68,0,14,97,69,40,28
92,16,56,0,0,30,83,58,38
55,44,59,22,0,32,12,92,29
0,88,94,31,0,71,73,93,5
0,13,79,53,56,90,65,51,3
11,14,66,57,0,55,98,10,25
