75,14,50
415,213,434,53,978,367,705,796,395,953,1000,588,370,792
8,3,8,9,7,9,4,0,9,13,6,13,5,11,27
1,13,11,11,8,7,8,4,7,8,11,5,0,6,48
13,0,1,10,9,10,3,10,3,2,3,4,9,1,40
13,8,6,4,2,3,9,9,2,9,5,13,8,8,8
0,13,5,10,7,5,3,7,5,5,7,9,1,2,33
2,3,3,12,8,10,11,1,5,2,4,2,0,1,50
7,1,11,12,10,6,4,5,5,5,11,13,9,12,34
11,11,4,0,0,11,9,9,10,9,12,13,13,5,11
8,13,12,1,1,12,11,2,7,12,10,3,12,3,25
4,2,5,8,13,3,1,1,10,2,12,10,9,2,33
1,0,0,7,2,8,5,12,7,3,3,0,1,11,31
10,4,3,8,12,5,3,0,7,6,0,10,4,0,31
2,8,5,13,5,7,5,10,13,12,5,10,10,5,26
0,0,2,8,2,1,11,9,4,10,8,3,5,9,16
4,4,0,8,9,3,5,11,2,5,12,8,1,2,44
13,4,8,12,3,7,12,11,11,2,7,3,8,5,22
4,2,3,2,12,5,9,7,6,10,4,9,9,3,28
11,6,0,5,2,13,2,12,13,0,4,5,9,1,44
1,13,13,10,7,4,11,5,12,2,4,2,4,10,23
9,5,6,1,12,9,1,11,9,8,6,7,2,6,39
10,3,2,3,0,11,11,3,10,6,2,12,0,5,4
0,3,0,7,3,4,1,7,7,10,10,10,8,6,29
4,9,8,12,6,7,3,5,9,12,0,6,4,5,1
12,4,1,1,11,1,5,1,3,10,3,13,0,7,26
1,6,11,7,11,1,0,9,10,12,0,5,0,8,2
12,1,9,6,1,9,10,6,7,0,4,13,5,0,23
5,2,9,6,0,6,4,6,1,4,11,1,6,7,16
1,0,12,11,13,3,12,7,11,3,7,7,2,9,19
2,1,0,3,10,0,0,11,9,1,5,12,13,0,44
13,13,11,8,10,1,10,2,13,2,7,5,4,11,23
0,9,4,9,0,7,11,3,12,4,11,4,10,12,28
2,3,13,11,10,0,13,0,10,9,3,10,4,5,9
4,2,1,3,0,10,2,11,7,12,7,6,1,3,39
9,13,9,12,7,6,0,5,1,6,8,8,3,9,30
9,8,3,4,10,6,1,0,4,5,6,5,1,0,6
0,9,0,5,5,4,2,12,8,12,12,6,8,8,5
9,8,10,3,9,4,0,4,6,5,10,4,1,12,35
2,9,8,0,5,2,9,10,13,1,10,9,1,12,22
12,1,4,3,11,1,2,8,1,11,4,13,4,0,30
11,0,1,11,10,2,10,4,13,7,13,3,8,11,5
6,5,4,0,10,11,11,3,0,8,2,5,4,0,15
4,6,9,5,6,11,10,6,11,13,12,9,7,4,3
11,0,1,5,4,3,7,12,3,4,9,1,8,10,16
7,13,9,13,3,8,13,6,8,8,12,7,0,1,45
6,13,10,9,11,2,1,9,6,4,8,6,7,3,24
1,3,3,1,1,11,13,1,1,10,1,9,7,3,6
10,11,4,7,3,13,10,3,13,10,7,6,5,6,20
0,10,5,11,8,9,3,4,1,2,9,12,11,8,24
13,6,5,12,12,13,9,8,12,8,11,10,7,8,38
9,9,13,5,3,7,2,2,2,2,13,13,11,8,38
12,1,5,1,1,3,12,9,13,11,5,6,2,11,33
8,4,7,13,8,13,3,5,4,7,10,7,2,5,42
9,7,8,10,6,12,7,10,12,6,11,11,12,11,4
1,1,1,10,6,9,2,2,5,10,0,1,10,9,2
2,8,3,6,8,2,8,8,8,12,10,5,12,0,17
1,13,8,9,5,7,9,1,11,9,4,1,8,13,46
13,11,7,1,0,13,11,3,2,1,8,2,12,10,17
13,1,5,3,8,13,11,2,11,5,1,7,9,4,11
4,5,13,6,12,9,5,5,1,6,1,13,2,2,14
12,13,7,2,1,10,1,13,13,4,7,13,13,7,25
4,7,1,1,1,11,5,4,6,8,13,4,3,3,21
9,11,10,3,12,11,0,10,3,10,11,10,10,7,34
8,7,9,3,10,3,1,5,10,13,8,3,7,0,45
2,10,2,12,5,0,10,8,8,8,3,10,10,3,8
7,2,6,9,4,13,4,12,5,7,1,11,10,10,9
0,11,10,0,11,5,1,7,6,11,5,4,2,9,13
8,13,2,12,0,3,3,13,2,7,1,4,3,10,34
7,7,4,10,5,10,10,5,3,9,9,2,12,10,29
5,0,11,2,4,11,4,0,13,6,9,2,11,10,35
11,9,5,11,2,2,9,7,10,10,11,11,0,6,41
7,4,10,2,3,4,5,12,12,5,1,0,6,4,11
5,2,12,4,12,9,12,9,12,6,8,10,3,3,29
3,4,4,5,8,4,13,9,1,3,3,10,2,9,49
13,3,5,8,12,10,5,1,8,3,4,0,9,2,2
6,2,12,4,1,9,11,7,6,0,0,10,2,1315,45
