100,10,50
350,190,8,942,992,552,715,32,729,36
8,5,9,4,7,3,3,0,2,7,37
7,7,5,9,4,4,0,0,7,8,31
3,7,5,7,7,7,9,7,9,0,15
10,3,2,8,1,7,5,8,8,3,10
3,2,5,1,8,0,1,7,10,9,26
4,10,0,1,3,5,7,4,1,2,44
9,3,7,0,0,1,2,2,10,10,20
1,3,6,2,4,7,6,2,6,6,2
2,6,9,0,7,6,4,2,0,8,17
8,2,8,9,6,8,9,6,8,1,45
9,6,0,3,6,5,8,2,7,3,27
0,3,6,5,9,8,0,4,8,10,35
7,9,7,0,3,3,4,7,7,6,9
7,10,2,0,5,4,5,9,4,4,29
4,1,10,8,4,2,3,10,0,4,47
0,0,9,10,6,10,0,9,8,1,2
1,1,5,1,4,2,8,10,7,6,30
4,4,7,6,1,0,6,9,8,10,44
2,9,4,4,9,5,1,4,10,4,30
7,5,5,5,2,4,4,7,1,1,3
9,1,6,1,7,7,10,9,9,3,36
0,9,0,9,1,2,7,2,5,7,5
10,6,7,5,5,2,1,2,4,7,40
10,2,2,6,10,2,7,4,3,8,12
9,4,1,4,5,9,1,9,7,2,13
4,8,1,8,5,4,8,0,4,7,3
1,5,6,4,9,5,4,4,1,5,8
10,2,0,6,1,9,5,4,5,2,34
8,2,3,0,3,9,8,6,1,1,13
6,10,10,4,9,9,7,5,8,7,3
5,2,10,8,9,10,7,2,10,6,2
1,2,8,1,6,8,2,5,1,6,24
6,10,2,8,6,6,7,0,10,5,23
3,10,4,6,10,3,4,4,1,6,0
2,5,8,1,6,10,7,10,9,2,16
5,3,6,2,4,2,4,0,3,10,3
9,4,1,8,8,10,7,0,10,7,23
4,3,8,7,7,7,4,0,4,10,34
5,0,7,6,5,10,9,2,3,6,30
4,4,9,1,10,10,8,4,3,4,32
6,1,8,10,2,9,2,3,6,7,1
10,5,9,3,1,8,6,4,4,6,4
0,1,8,10,5,10,5,8,9,8,25
3,0,1,1,5,1,9,2,4,9,30
5,10,6,10,10,3,6,3,9,10,3
6,7,7,10,6,9,6,1,2,2,27
9,4,3,8,8,9,1,2,10,4,49
4,6,6,5,3,0,6,4,0,5,2
10,0,0,0,3,7,7,6,3,2,24
1,6,0,1,1,7,5,7,6,6,28
6,4,4,6,7,5,7,8,1,5,32
3,8,1,3,10,6,5,6,5,7,30
5,0,5,2,1,5,1,8,9,3,42
5,9,0,7,1,7,1,4,8,1,15
3,8,6,5,5,6,1,5,3,3,20
2,6,6,10,5,3,9,8,9,6,46
8,10,9,5,7,4,5,6,10,2,47
6,7,3,9,1,3,5,8,4,0,50
9,3,2,0,2,8,9,9,5,7,29
4,7,2,9,10,1,0,5,3,3,30
9,7,9,4,2,3,10,6,0,6,16
5,4,7,3,10,5,6,0,2,2,49
4,1,2,10,0,2,5,1,1,3,33
8,3,6,2,3,8,9,5,4,7,16
2,1,9,1,3,4,1,2,7,2,11
5,10,0,3,8,10,0,0,10,2,15
10,6,4,4,10,8,7,2,8,2,3
0,8,4,6,8,2,9,4,4,7,46
1,9,1,6,8,6,2,7,0,10,0
2,10,2,3,8,4,10,4,0,6,37
7,3,10,2,4,4,4,0,4,0,18
9,2,2,9,4,3,5,9,0,6,8
9,1,4,3,9,9,4,3,2,1,45
6,6,3,5,10,3,3,9,4,8,21
10,10,9,3,1,0,2,1,2,7,7
6,4,5,10,2,7,2,2,3,2,40
10,8,2,5,3,6,0,6,2,0,26
10,9,0,5,10,1,7,7,2,4,18
10,3,8,6,10,8,7,9,8,0,24
4,0,5,7,0,4,3,9,1,0,20
3,6,6,5,1,9,1,0,0,8,21
9,9,3,2,2,5,4,2,7,8,0
8,9,7,4,2,2,9,0,8,4,11
10,0,1,5,4,2,1,2,10,9,22
7,0,6,4,9,8,0,1,10,8,25
8,6,1,4,6,9,10,2,5,3,10
4,8,3,4,9,1,10,9,6,10,29
4,8,9,4,9,0,2,8,7,1,7
4,2,7,6,9,2,4,2,0,10,49
5,10,1,3,10,1,1,9,5,7,7
0,1,4,7,1,5,6,0,5,6,39
10,4,3,6,2,1,1,2,0,1,16
3,6,6,0,6,3,3,6,5,5,49
7,5,4,6,4,6,9,3,4,0,34
6,8,8,2,8,6,4,10,1,6,2
1,6,7,2,1,0,0,1,10,2,19
6,2,8,2,8,6,0,1,10,1,30
6,3,8,7,8,2,2,7,1,5,6
7,3,10,2,0,0,10,8,6,1,21
3,2,1,2,9,4,2,2,5,10,43
