55,6,50
992,322,969,952,33,987
14,6,15,0,12,16,28
10,6,13,16,11,3,44
0,18,3,16,8,3,38
16,16,12,17,4,4,1
2,7,14,6,12,14,37
7,17,10,8,4,14,49
0,16,1,13,18,4,2
7,1,14,6,17,1,41
0,7,1,7,13,7,23
2,10,13,13,11,3,31
14,6,16,8,7,14,10
6,8,9,18,16,5,0
2,13,4,7,4,17,47
18,18,5,18,2,10,5
9,9,13,17,16,13,48
10,7,16,4,5,8,16
8,6,2,18,10,4,31
18,12,4,9,2,7,14
16,17,7,14,7,15,48
1,1,7,9,15,17,31
9,0,13,18,7,7,50
4,11,15,17,16,2,31
6,11,5,6,18,14,25
18,9,14,4,3,2,30
12,0,9,7,17,2,16
11,6,8,8,17,11,30
8,1,5,8,9,16,30
0,7,9,17,3,7,23
1,8,14,2,18,14,35
13,16,0,2,3,6,33
17,15,8,9,14,9,3
3,9,9,17,0,0,21
7,0,5,6,6,9,3
2,13,0,3,4,8,1
18,11,5,18,16,15,24
5,1,17,5,10,0,25
11,13,10,4,16,0,38
5,18,6,1,9,7,24
4,14,0,3,7,16,16
2,12,1,16,17,8,47
9,8,4,15,13,10,41
2,12,14,16,4,8,43
14,9,13,2,10,14,13
16,11,18,13,17,15,37
11,3,12,4,12,17,23
4,9,14,8,8,8,23
4,10,15,15,14,10,28
13,3,5,11,7,18,21
4,18,5,16,8,17,32
5,14,15,15,7,14,39
4,7,15,6,5,15,35
1,6,8,18,0,9,18
17,18,13,11,17,2,37
10,6,18,6,15,7,38
17,15,5,10,6,1173,9
