40,6,50
711,817,745,911,668,259
25,3,14,9,17,4,30
3,6,16,19,21,11,42
19,1,24,23,7,22,18
20,2,7,23,8,4,42
18,19,4,16,4,1,47
24,4,1,7,19,6,6
21,22,12,0,17,20,20
10,10,24,2,17,24,0
10,20,22,19,0,18,44
11,8,25,5,2,3,25
6,15,12,19,24,6,8
18,21,17,24,2,11,7
5,15,11,9,12,25,8
13,9,13,24,17,21,17
22,12,18,20,21,0,29
11,25,15,6,21,5,49
16,10,13,21,20,7,32
15,23,16,9,0,17,24
17,12,18,8,13,12,2
2,6,1,19,17,23,40
10,6,24,15,19,12,8
13,4,8,8,6,22,21
23,20,10,14,13,14,29
15,1,10,17,1,22,37
15,0,6,5,0,8,36
2,0,11,12,5,11,7
13,14,10,12,4,16,50
23,5,7,8,20,17,32
18,23,13,11,3,5,28
15,0,2,24,1,17,48
24,13,1,17,4,20,29
9,24,24,18,9,4,0
18,21,24,14,14,11,8
25,21,15,25,12,4,43
10,15,14,12,15,22,1
7,5,10,3,2,6,6
15,5,2,2,22,17,7
8,18,1,18,8,5,11
24,19,14,19,11,21,45
12,14,10,1,14,1083,24
