65,6,50
828,935,95,300,848,665
8,0,3,8,11,8,47
7,13,11,1,3,15,5
0,10,9,6,3,5,24
5,0,13,10,6,8,50
11,4,10,4,2,5,38
11,9,13,12,8,7,4
15,2,10,15,7,6,33
12,1,1,2,14,0,33
5,11,12,13,11,1,5
5,14,7,2,11,0,3
3,3,4,14,10,7,32
6,13,6,3,3,0,17
2,12,0,13,7,10,30
4,11,12,7,14,3,15
4,15,10,3,15,0,41
9,12,10,12,0,9,7
15,2,6,4,8,7,36
2,8,11,2,14,4,37
10,6,9,14,1,0,13
4,8,6,9,10,11,23
4,5,4,0,1,0,35
10,12,7,4,4,0,16
3,3,13,0,0,5,15
4,2,6,4,13,6,42
0,10,1,13,0,13,16
11,0,7,10,9,6,49
7,11,8,3,14,10,43
9,0,5,9,6,15,5
4,8,0,0,10,15,18
13,9,1,7,9,5,18
8,8,15,6,11,0,9
10,11,11,0,1,4,0
3,12,15,14,7,12,40
2,0,2,13,11,5,42
15,2,7,13,14,0,34
6,7,11,6,3,2,11
10,0,2,2,15,14,10
1,5,1,11,15,9,10
3,15,14,8,5,15,32
12,3,8,11,10,5,44
11,7,10,14,4,13,21
0,4,4,12,9,4,9
12,13,13,2,0,2,25
13,2,8,2,3,0,31
15,11,11,1,0,12,42
0,7,2,14,13,10,39
8,13,14,13,10,5,6
0,10,12,5,12,15,40
12,10,13,10,1,2,44
12,13,11,1,12,9,1
13,2,9,12,8,6,39
5,12,14,8,11,10,12
3,15,1,12,3,10,29
5,10,5,2,13,8,31
15,10,5,1,6,7,47
15,4,11,1,15,11,9
14,13,8,3,14,12,48
7,15,9,7,15,0,14
2,12,11,8,15,3,23
12,2,3,4,5,3,0
9,1,15,5,0,12,14
0,12,13,12,14,9,6
3,2,13,4,12,0,45
6,8,15,4,13,9,34
0,7,15,12,12,756,10
