55,10,50
105,675,315,378,991,192,423,664,901,899
4,13,5,5,2,5,1,16,8,15,15
6,10,4,1,14,15,0,17,18,3,27
3,2,18,6,6,1,4,4,16,12,6
8,9,12,3,18,16,11,8,1,6,4
8,5,16,12,0,4,13,3,15,13,42
11,15,11,1,1,18,11,11,6,4,9
13,15,15,7,9,8,18,4,2,11,4
10,3,10,0,2,11,1,9,4,16,8
5,15,14,1,3,2,6,8,13,9,9
15,2,3,3,15,17,3,17,18,4,24
4,7,18,9,4,2,2,0,10,5,13
18,15,1,0,17,11,8,5,13,5,48
9,9,17,10,18,15,12,4,16,4,12
15,10,11,17,12,7,4,3,2,7,16
15,16,9,8,10,2,8,1,10,12,49
11,4,2,12,1,4,10,14,9,6,7
2,18,18,4,5,12,6,2,0,6,22
7,13,4,9,4,13,1,14,17,8,13
17,11,3,2,2,7,4,16,1,8,12
14,14,11,7,16,11,0,6,8,5,29
5,0,14,3,14,7,1,9,11,14,42
13,10,4,7,2,6,13,13,7,10,15
5,6,12,1,6,10,3,7,17,3,19
4,9,0,4,8,0,2,5,6,13,40
1,1,17,15,2,11,17,11,10,14,26
16,10,11,17,12,15,17,10,3,12,17
18,7,11,3,10,18,18,12,2,4,15
5,3,10,7,5,9,3,9,8,8,49
4,14,16,3,15,14,13,5,3,10,2
14,16,13,16,9,16,5,10,14,15,41
12,18,14,0,3,18,9,6,16,17,34
17,6,11,17,11,6,15,16,14,1,21
7,4,4,8,2,7,2,5,7,0,47
14,15,0,10,15,4,8,12,16,18,13
6,14,15,8,14,15,10,15,11,8,13
9,16,9,2,17,14,9,17,8,4,32
7,11,5,14,17,16,18,0,13,18,44
8,7,11,11,17,15,15,8,14,7,0
9,9,3,7,17,4,6,9,12,1,35
12,3,18,18,15,9,1,18,9,0,17
1,14,14,0,6,18,12,15,10,0,46
6,18,5,7,16,1,17,1,8,15,32
8,4,13,7,10,6,11,0,3,11,3
9,17,2,4,12,10,9,13,2,0,13
1,0,3,11,6,2,11,0,13,9,40
3,8,4,18,4,14,10,3,11,15,22
7,1,15,18,11,7,18,5,5,0,15
4,9,11,4,0,7,6,11,5,9,28
15,4,14,17,7,10,3,14,17,18,37
15,5,13,7,13,5,17,8,3,7,10
14,1,7,18,14,4,9,5,13,8,31
12,11,2,14,3,16,17,11,9,14,25
11,16,1,0,17,17,13,15,9,7,44
17,3,16,10,17,11,8,2,0,10,18
6,2,11,12,11,17,14,17,7,588,15
