30,11,50
923,481,210,184,575,912,196,142,98,892,693
12,23,1,28,11,11,8,26,17,25,24,6
19,17,20,8,3,27,5,20,0,33,10,37
12,24,22,2,26,8,31,28,29,25,14,14
21,31,7,8,24,11,32,15,14,13,25,2
30,31,11,16,17,12,14,29,14,23,14,39
26,2,17,1,5,23,23,1,21,33,29,10
0,7,7,6,26,1,27,5,3,26,31,21
12,13,22,21,12,1,7,6,1,8,1,35
20,15,32,2,21,3,15,12,17,8,0,44
23,25,14,18,17,2,17,9,25,24,19,17
20,27,29,27,11,32,30,32,16,9,32,19
33,14,11,7,1,14,24,18,23,3,23,37
29,33,16,21,23,26,22,17,10,1,27,19
26,23,32,26,17,16,10,7,2,18,5,10
10,25,2,15,32,26,25,21,13,20,30,46
14,22,15,28,1,13,3,31,16,3,18,46
29,26,33,6,2,15,28,12,9,5,13,46
20,20,32,10,6,10,32,14,20,0,0,4
19,2,4,6,16,20,19,20,21,12,12,6
9,14,0,31,16,9,24,13,32,29,13,5
18,13,22,6,11,18,1,16,9,24,15,33
14,7,28,13,9,14,12,21,23,31,18,39
24,1,11,4,14,2,30,2,22,13,13,22
29,2,18,30,3,31,23,4,8,28,24,12
1,18,12,12,24,19,27,22,24,7,7,21
8,25,20,24,8,7,32,11,22,7,26,39
18,24,29,15,31,5,0,17,33,27,18,30
25,28,30,24,10,12,31,15,14,7,27,13
3,13,32,23,20,9,33,17,28,31,29,47
27,23,19,9,7,8,15,33,33,6,32,14
