30,6,50
472,943,458,773,616,628
29,23,10,2,8,30,46
18,19,7,9,23,3,5
28,3,14,2,30,7,25
15,9,31,5,14,7,44
25,7,15,19,31,18,4
29,12,24,18,30,20,3
5,18,6,26,7,4,40
26,18,17,16,23,20,50
22,7,23,6,10,10,31
0,17,9,26,23,13,11
7,18,11,12,16,29,30
12,30,29,21,9,3,5
28,16,32,27,15,31,5
32,7,13,6,0,8,35
10,20,30,29,4,8,31
2,22,9,3,24,14,25
25,4,11,7,5,27,49
29,6,4,26,9,28,45
28,12,6,32,15,2,21
0,10,10,29,13,29,40
27,29,1,22,6,8,30
11,15,14,10,5,26,32
11,5,21,25,23,6,37
27,32,25,6,21,24,19
9,5,21,4,0,0,45
33,16,22,28,31,5,39
7,11,26,15,32,18,4
12,11,13,20,33,4,47
4,10,30,24,33,21,42
13,5,32,9,8,1025,16
