25,6,50
340,516,947,36,398,246
0,33,31,27,38,11,48
25,18,12,26,31,6,24
18,30,23,17,0,11,30
5,1,10,38,3,6,2
7,21,32,8,24,27,47
13,29,18,36,6,26,38
9,1,34,18,38,21,35
5,40,4,0,11,16,37
18,7,15,14,20,18,19
34,7,31,40,4,21,18
15,7,8,20,33,17,5
10,10,7,23,25,19,13
29,27,33,15,7,22,45
27,24,8,20,10,5,1
1,38,38,24,9,31,40
38,23,11,29,4,37,46
33,10,35,34,26,7,43
21,38,18,32,34,37,15
34,38,2,6,10,30,8
27,12,4,20,27,14,45
13,27,1,40,31,8,41
27,6,12,0,14,13,36
23,14,18,22,22,5,4
24,22,25,9,14,20,21
3,16,28,28,4,34,33
