40,4,50
544,580,484,69
5,10,17,18,18
8,18,6,22,40
16,11,15,10,11
16,14,1,10,46
19,20,0,7,39
17,25,20,19,39
5,21,0,22,17
10,16,20,6,21
19,18,17,22,19
17,11,15,2,24
1,7,2,16,4
3,10,22,11,46
21,14,25,7,29
21,25,8,1,19
21,14,24,1,24
14,13,17,0,13
20,1,3,16,44
19,20,8,21,39
14,25,7,10,30
13,7,19,23,27
16,3,1,18,47
23,20,10,2,45
3,13,16,18,12
6,13,11,18,15
7,0,21,24,29
0,18,3,3,50
6,17,18,9,17
16,0,10,12,15
1,22,9,1,48
10,25,16,10,31
4,16,18,6,33
9,6,21,1,27
22,3,21,19,30
21,20,22,7,15
23,12,23,13,16
8,11,24,25,28
6,23,1,3,29
20,18,13,0,26
19,4,6,17,9
7,5,9,25,3
