90,5,50
1000,406,226,691,269
1,5,3,2,1,39
10,3,2,2,8,48
4,2,1,9,9,46
11,2,6,2,2,42
10,9,2,4,4,13
9,6,8,8,4,0
1,9,11,8,9,33
7,6,4,6,2,29
5,8,3,1,3,13
0,6,3,10,10,35
11,1,0,6,7,26
6,10,5,0,7,47
2,6,9,7,11,1
0,7,5,6,6,15
9,10,1,8,6,6
1,1,0,2,4,30
1,1,3,8,10,47
11,0,9,6,8,35
0,10,4,0,0,44
7,7,3,3,6,35
7,4,5,1,0,46
2,10,4,6,6,1
4,4,2,8,2,34
7,11,5,9,5,50
8,2,6,5,3,36
1,0,10,5,1,2
11,10,8,10,2,17
8,11,3,4,9,25
4,9,10,9,0,3
8,2,11,9,8,20
3,9,0,4,6,43
6,4,1,10,5,36
0,6,4,8,3,22
10,0,0,9,2,30
6,2,0,7,2,41
4,1,4,2,3,3
0,6,11,2,1,45
2,11,6,1,2,23
7,1,7,6,2,22
2,7,7,7,1,8
5,4,2,11,6,50
5,0,4,10,0,31
0,7,9,11,0,8
6,9,4,9,8,16
6,4,6,7,3,33
11,2,7,1,11,11
8,2,1,2,10,34
1,11,7,1,5,49
5,8,9,9,2,47
7,7,4,7,7,25
5,10,11,7,2,8
10,5,8,4,10,45
2,11,11,7,3,39
6,8,3,8,6,49
5,4,6,3,0,48
0,7,6,2,8,32
4,4,3,6,8,19
9,3,11,11,5,45
3,8,9,0,4,50
6,0,9,9,4,46
5,6,1,8,7,17
2,2,2,10,7,43
1,9,8,7,6,49
4,2,10,9,5,36
9,11,7,4,6,49
6,4,4,1,6,24
10,6,2,4,8,1
1,10,7,3,11,35
7,7,2,3,7,1
10,1,9,1,11,31
7,8,11,2,1,48
4,11,7,9,7,26
6,8,9,2,10,10
8,1,6,3,9,32
7,5,5,6,2,0
10,10,1,11,11,18
8,2,6,1,0,29
1,3,3,0,11,14
5,10,9,3,11,41
9,0,2,5,1,16
6,11,2,8,4,3
7,0,5,5,1,2
11,2,5,9,9,36
4,9,2,5,5,5
6,2,4,6,4,31
2,3,11,11,5,14
0,7,1,8,11,18
4,10,6,4,10,26
6,2,3,8,7,12
9,9,2,6,153,0
