65,4,50
207,462,395,68
14,10,12,9,7
9,1,3,10,16
1,12,9,8,15
8,7,5,6,6
2,2,5,4,48
9,8,6,10,0
12,3,8,9,26
2,11,1,9,8
0,9,13,8,48
13,12,6,2,36
14,12,4,2,36
4,9,13,8,20
4,14,3,6,44
11,13,6,13,22
9,12,13,0,48
10,13,4,9,22
5,4,0,5,1
14,7,0,12,47
4,3,0,13,31
15,1,8,0,32
3,3,9,5,7
12,8,9,14,10
8,3,9,6,20
6,3,14,9,10
1,15,5,0,2
10,3,7,15,42
9,2,7,12,23
7,9,6,6,15
14,9,1,1,49
14,5,7,0,35
8,13,0,14,22
6,3,14,12,24
10,4,2,9,28
5,8,9,8,48
6,0,6,6,39
10,1,6,8,7
7,10,10,15,21
6,6,14,9,10
10,3,10,2,44
12,7,6,7,20
14,0,14,7,15
5,0,5,6,34
6,6,15,6,40
13,13,15,6,40
3,6,7,7,11
12,15,2,2,16
6,0,2,0,36
13,12,15,6,40
10,3,6,5,47
6,10,0,12,22
10,3,8,12,31
9,5,8,4,15
11,1,13,4,36
14,9,8,9,27
6,4,8,8,12
4,3,3,8,40
4,4,12,0,43
7,9,1,2,3
8,9,10,10,14
8,5,0,12,38
14,0,8,7,14
12,0,10,15,38
9,3,15,0,32
14,4,1,14,50
2,11,2,10,3
