90,6,50
857,677,426,313,445,871
7,3,7,8,6,8,14
11,3,6,0,1,3,22
10,11,8,10,5,8,28
3,4,2,6,8,5,17
10,8,9,0,8,0,40
10,1,9,5,1,10,18
8,1,1,1,0,8,23
7,0,8,9,11,11,32
8,3,3,3,7,5,24
3,6,3,7,7,7,34
3,2,9,1,2,9,2
11,5,3,1,6,2,33
0,1,6,11,9,5,36
2,8,10,0,11,5,34
7,5,2,0,10,3,24
3,8,1,2,6,0,1
5,2,3,7,5,2,10
4,0,11,6,6,5,14
5,8,8,10,3,10,22
1,5,6,6,7,5,3
3,9,9,7,6,0,1
6,8,1,6,8,7,41
4,9,6,10,5,6,49
2,11,4,6,5,8,29
0,0,10,1,5,8,16
4,4,4,0,6,9,9
11,3,4,10,3,4,32
1,10,9,9,11,9,35
3,3,8,11,6,0,34
10,10,8,11,7,10,46
3,9,0,4,4,1,28
7,8,0,3,0,3,5
7,10,3,7,9,8,48
11,2,7,5,6,4,9
7,3,9,7,2,10,30
11,5,10,10,3,5,8
11,4,5,11,2,10,22
0,10,11,8,3,5,32
2,11,1,11,10,11,3
0,4,0,7,1,2,41
0,7,8,6,3,5,14
1,5,8,9,3,4,49
8,2,11,5,9,7,2
0,2,5,10,9,1,25
11,1,8,6,8,6,40
10,10,10,9,1,2,38
5,4,4,2,5,0,25
3,5,8,6,7,10,23
8,5,2,8,5,4,42
5,3,5,10,10,6,35
2,9,7,5,4,7,36
9,6,5,8,1,6,20
11,2,3,8,7,9,20
5,4,1,0,10,9,36
1,1,9,10,2,7,42
8,11,8,9,7,0,2
10,10,5,9,3,1,41
1,10,4,9,0,10,2
11,3,2,2,1,1,39
5,4,9,0,8,1,15
11,3,6,8,3,7,25
6,3,10,1,7,2,39
7,1,1,0,2,2,35
11,3,1,8,8,0,48
7,10,2,0,6,10,23
6,7,3,10,7,7,49
9,6,7,1,9,0,11
9,1,9,0,0,6,15
11,0,7,9,0,9,5
3,7,7,6,3,6,38
0,8,3,11,8,7,42
9,6,5,5,1,9,41
6,1,2,9,9,1,29
3,9,2,10,4,2,41
9,4,4,3,8,9,21
5,9,8,0,5,6,41
6,7,0,4,2,10,24
5,4,2,3,10,11,11
5,11,3,5,8,7,18
10,5,10,10,8,9,41
11,4,2,10,1,4,25
11,8,9,6,1,6,15
0,6,6,0,11,1,50
2,7,10,7,1,4,29
5,3,10,2,11,11,26
5,1,7,1,10,2,22
10,1,0,2,8,3,40
10,1,8,9,10,11,31
10,3,3,0,8,10,16
10,8,9,4,3,565,34
