50,4,50
229,911,694,520
20,0,1,20,10
14,7,14,6,43
19,11,2,8,34
5,4,12,2,1
3,9,5,2,21
7,5,0,3,30
13,20,15,13,0
15,15,10,8,47
9,20,7,15,8
12,2,14,13,16
4,17,19,4,45
16,1,10,8,44
4,10,2,11,20
19,2,2,10,33
0,19,3,3,32
18,6,2,8,16
6,7,19,3,37
7,4,6,3,26
1,6,5,17,7
6,12,2,3,0
13,1,13,9,50
1,10,10,10,18
12,9,17,18,8
0,12,8,7,1
8,14,1,1,40
4,17,16,18,47
19,19,19,19,48
3,0,18,14,45
10,8,16,7,31
15,5,0,5,25
8,13,3,7,18
6,14,9,9,7
12,5,18,20,33
18,4,11,8,50
20,1,13,17,6
4,8,15,15,4
8,1,9,16,24
18,17,11,9,17
13,4,14,2,15
15,16,9,17,24
5,6,6,8,32
19,13,6,11,47
1,11,19,8,11
19,13,18,1,12
16,20,1,5,26
3,18,15,18,25
19,12,1,15,43
11,8,20,10,14
20,10,8,13,36
6,4,18,391,22
