35,6,50
991,580,443,39,184,473
25,3,10,0,27,6,24
14,3,28,16,5,16,43
5,2,8,28,22,1,21
18,28,8,2,20,19,1
3,26,12,11,5,13,12
14,2,2,7,17,23,41
19,2,3,26,17,26,21
7,3,18,2,10,5,20
18,7,15,2,18,28,43
12,25,14,19,6,10,5
22,6,13,25,22,3,16
5,4,24,15,1,2,32
10,25,20,22,15,3,39
27,25,7,11,7,28,36
7,16,15,9,25,3,28
5,8,18,8,3,21,19
28,5,15,20,13,12,1
20,14,7,14,28,27,36
14,20,14,0,25,16,7
5,25,15,2,8,7,41
26,1,28,20,0,7,31
0,2,0,18,1,0,15
18,11,23,19,28,28,29
21,25,11,18,14,8,29
11,6,7,26,20,1,2
26,13,19,13,10,6,27
11,9,26,28,1,16,45
7,3,11,21,17,6,23
12,1,11,20,5,24,6
18,27,4,2,18,1,18
22,20,20,11,7,15,44
5,23,8,24,14,21,21
26,7,16,25,16,12,47
12,26,16,7,13,20,23
22,22,15,13,20,19,30
