80,6,50
900,657,450,666,125,838
3,2,1,8,1,0,2
9,12,8,7,6,4,38
4,5,2,6,11,9,32
8,9,2,3,11,3,2
11,7,3,0,1,11,43
6,7,7,1,10,12,45
11,0,7,11,1,1,17
5,12,7,2,2,9,2
7,12,8,10,10,4,45
1,2,2,7,2,12,36
1,7,11,0,3,0,15
7,5,4,7,11,8,35
7,2,6,8,0,8,8
12,0,5,10,6,0,7
6,12,1,4,5,7,21
5,6,11,0,9,7,50
6,3,7,8,11,6,4
2,0,10,7,5,0,26
4,8,11,0,11,11,24
11,6,2,0,8,8,35
4,4,3,7,7,12,9
8,2,3,3,5,12,13
0,0,10,6,4,12,9
4,6,12,0,11,11,3
8,9,1,9,9,4,16
7,1,2,2,1,9,35
5,4,11,5,3,1,45
9,4,6,4,12,8,12
6,2,2,1,12,4,40
12,0,2,8,4,8,28
9,8,6,5,8,1,44
5,12,0,4,11,5,36
7,11,1,2,11,3,22
12,4,5,10,6,5,22
6,10,7,4,11,5,8
2,0,4,7,9,10,27
1,8,6,6,10,1,45
8,5,0,0,5,12,25
3,7,9,10,1,8,4
10,4,1,4,12,1,35
2,4,1,12,0,10,23
11,12,11,7,4,9,10
7,9,10,12,3,10,16
0,10,6,7,6,7,13
5,12,12,6,2,7,14
1,11,6,9,2,10,12
8,12,12,2,8,9,34
9,5,12,9,6,12,21
4,8,9,2,4,12,11
2,4,8,12,7,9,22
4,2,12,5,10,10,34
12,8,5,7,0,9,16
8,12,6,7,0,5,12
0,6,5,9,4,6,0
0,10,1,0,1,9,9
4,12,12,10,10,10,18
11,11,11,3,2,11,24
10,1,11,8,3,8,15
1,5,11,1,8,8,47
1,7,12,7,12,3,22
6,12,9,0,2,7,6
10,0,3,4,11,12,7
1,5,8,9,0,3,33
5,1,11,3,4,9,31
8,3,11,2,6,12,12
5,12,10,6,7,9,26
4,5,11,8,10,7,18
8,2,6,5,0,6,28
5,6,9,5,11,8,23
9,11,11,6,3,11,11
11,12,5,5,8,6,45
8,10,5,3,5,6,43
4,9,0,7,9,8,23
4,12,7,11,9,10,10
11,5,1,1,5,7,46
12,10,8,12,10,6,28
3,4,3,9,7,1,32
12,8,6,1,7,10,11
8,11,3,11,8,2,17
11,9,4,11,9,588,50
