75,4,50
256,985,941,172
10,2,10,0,19
12,13,1,9,19
1,12,0,2,42
10,12,3,9,16
3,8,1,12,41
1,12,13,12,50
11,4,3,13,14
6,12,7,11,36
12,12,12,9,38
1,5,12,0,20
13,3,1,5,29
12,11,5,11,19
2,11,3,2,28
2,13,13,11,5
9,7,4,2,19
3,0,0,3,5
12,9,5,10,2
1,8,6,2,28
4,11,13,1,39
10,9,2,5,13
2,3,13,10,14
1,13,6,2,35
9,6,2,10,46
12,3,4,7,7
9,8,11,1,50
5,7,2,10,1
2,8,2,5,11
5,9,13,11,2
6,6,13,0,24
10,2,9,1,29
6,5,9,10,18
4,6,6,0,20
10,8,5,13,39
1,13,1,3,16
1,10,13,4,21
9,7,6,5,10
6,10,1,12,23
13,8,10,9,2
12,5,2,6,5
10,4,11,3,10
1,9,1,9,20
2,12,3,10,14
2,0,4,7,41
10,11,12,8,2
10,0,2,13,26
13,3,5,2,48
3,5,11,12,23
13,8,4,4,41
8,5,5,9,9
2,12,10,5,29
11,4,12,4,42
10,3,8,6,4
6,2,11,7,34
9,1,10,12,26
1,1,12,3,44
4,2,13,13,17
7,10,7,2,35
1,7,13,7,43
3,1,3,5,41
7,2,11,13,31
2,8,3,2,21
4,3,13,13,47
10,8,12,2,39
7,5,8,6,3
13,12,12,3,45
0,10,10,8,15
5,2,9,12,50
0,0,0,13,7
1,5,6,6,10
12,8,3,6,43
3,0,10,12,40
7,10,10,4,27
5,1,5,12,13
0,9,11,8,27
10,7,0,352,9
