75,4,50
826,252,318,420
13,5,9,2,31
10,7,4,0,6
13,0,6,12,50
13,6,12,11,18
0,13,0,2,43
7,13,3,8,39
1,10,9,0,1
4,1,12,11,11
8,10,2,4,38
4,1,5,3,6
3,9,10,13,5
4,2,0,9,32
2,3,9,1,7
13,12,5,3,48
7,6,3,9,37
10,8,7,6,29
9,4,2,5,8
6,2,2,10,9
3,12,13,11,49
9,1,6,13,37
3,12,0,1,26
11,0,0,13,36
1,11,0,8,1
12,0,8,4,37
11,5,3,2,25
13,10,13,10,2
1,7,11,6,18
2,3,2,8,22
6,6,6,12,48
0,3,3,6,41
0,9,11,4,5
5,10,3,11,8
4,4,4,11,26
3,3,13,8,25
10,7,10,4,27
4,5,7,3,25
3,5,6,0,47
12,3,10,10,8
10,5,10,0,28
4,5,6,6,6
4,6,10,7,17
9,9,8,2,28
0,0,4,12,41
2,0,2,1,3
1,7,13,6,17
11,9,6,10,20
6,5,6,13,4
7,6,2,11,36
11,5,13,7,10
1,8,3,6,49
8,4,12,12,15
2,13,11,1,31
10,5,13,12,42
11,4,6,8,31
4,2,11,0,18
2,1,0,3,42
8,13,5,3,40
0,8,9,13,9
13,1,2,6,31
1,9,7,11,6
5,11,3,0,25
11,5,0,5,28
2,3,9,5,47
5,4,7,6,41
6,2,8,11,13
8,4,1,7,19
6,11,12,11,10
10,11,7,2,27
4,6,4,7,10
13,11,9,2,28
11,5,4,8,11
3,2,7,8,26
8,1,3,13,2
11,8,6,3,0
12,0,4,4,31
