40,11,50
508,338,719,128,608,194,526,137,995,747,853
14,6,14,12,17,17,20,25,24,14,23,15
22,23,21,6,22,19,2,2,3,11,19,6
24,9,24,14,10,25,9,4,18,13,24,23
10,2,17,14,6,24,3,1,22,10,19,42
22,1,10,21,20,10,20,14,21,6,19,7
9,10,24,14,17,20,22,25,1,11,25,23
6,13,11,5,20,21,22,2,11,6,10,45
6,18,23,12,8,23,9,9,2,15,25,17
8,2,24,22,1,24,16,11,4,9,5,40
7,18,4,10,5,17,6,13,16,16,5,28
4,5,16,6,5,9,25,0,16,8,24,20
7,23,21,17,5,5,23,10,18,18,25,28
14,11,24,21,0,13,23,6,12,14,11,39
6,1,17,10,24,22,2,21,6,1,0,30
9,11,3,25,20,10,16,22,1,15,24,31
10,24,13,5,19,4,12,1,8,21,23,50
16,17,11,11,8,15,0,7,9,12,9,45
18,0,15,7,15,21,4,7,11,15,12,10
14,22,5,23,21,11,0,3,21,10,1,2
10,15,8,3,7,19,21,25,24,15,22,32
13,7,9,24,16,13,22,10,21,21,24,14
4,10,2,7,25,19,25,6,6,18,24,20
22,0,5,11,0,0,5,22,12,11,17,46
3,17,9,25,23,14,22,25,14,3,11,38
18,11,24,11,25,15,24,16,1,10,17,39
25,7,22,5,24,7,4,10,20,1,1,0
2,15,19,25,6,3,9,15,5,2,4,32
3,16,24,17,17,7,6,13,11,11,5,25
5,19,14,25,24,9,14,7,15,20,0,42
11,23,12,12,5,13,1,1,22,22,0,7
1,24,16,0,3,19,10,3,0,5,13,37
21,10,22,6,22,3,6,6,15,23,19,33
25,9,9,9,10,8,9,7,5,18,20,25
4,23,12,10,19,13,10,22,14,11,6,4
18,1,17,5,7,25,16,21,18,18,4,13
20,10,6,4,4,3,19,3,1,6,2,37
3,11,10,22,11,24,22,11,20,14,11,45
9,10,0,14,4,24,13,22,18,21,23,39
18,18,17,21,7,21,8,7,19,22,15,42
12,24,25,3,10,2,2,16,25,7,100,16
