70,6,50
415,859,375,974,105,674
2,11,8,12,12,3,38
5,1,5,12,11,9,24
5,1,6,3,14,0,37
10,12,7,4,7,2,43
1,11,13,4,13,4,5
12,12,11,14,2,2,4
6,6,8,10,2,10,48
4,14,13,4,7,0,1
4,6,1,12,2,3,19
2,8,4,10,11,4,29
6,6,8,0,7,2,18
6,10,2,1,10,3,47
11,6,12,5,6,3,39
8,9,3,4,11,5,0
5,8,14,7,14,9,29
9,6,2,8,5,13,29
0,13,2,6,6,4,23
9,11,8,5,9,12,12
0,14,11,2,11,1,49
13,8,1,1,12,6,41
2,11,7,4,5,7,36
0,8,0,12,12,7,27
2,6,1,8,3,12,16
6,10,9,8,0,2,2
12,12,10,13,3,11,6
11,6,2,0,14,4,9
9,10,11,3,0,0,39
8,14,8,4,9,11,16
8,4,3,2,13,14,46
10,14,9,11,13,0,2
2,11,8,13,2,10,31
10,9,1,0,4,13,8
8,10,14,2,11,0,46
12,8,9,4,7,5,30
12,13,13,9,7,3,43
7,0,5,13,8,0,2
11,7,8,2,0,4,1
10,8,14,2,7,8,5
3,9,10,6,10,4,11
13,11,2,6,6,7,28
10,9,12,10,0,11,29
10,13,12,14,1,7,32
0,8,3,6,6,9,41
4,0,1,3,7,9,21
0,8,7,6,2,3,34
5,1,9,8,3,0,30
10,9,3,13,6,0,32
4,11,3,6,8,4,32
1,2,5,12,13,9,19
10,8,5,13,1,3,46
11,6,11,11,6,13,16
2,4,9,11,10,2,14
8,13,0,0,13,12,29
6,9,14,7,11,1,10
9,14,6,10,12,9,9
4,6,7,13,12,12,43
10,7,0,9,2,4,11
0,12,3,8,0,8,30
13,2,7,11,6,5,21
10,11,9,14,3,8,26
6,12,0,10,9,8,6
14,14,6,12,8,9,50
10,1,2,6,12,2,3
13,8,8,4,1,1,14
1,1,1,10,14,2,46
4,14,7,1,0,6,3
9,9,8,14,11,4,34
12,8,13,0,3,7,44
9,1,3,13,4,9,28
12,0,11,2,2,479,35
