25,6,50
45,525,476,465,759,338
6,8,20,6,12,40,19
40,21,31,32,40,20,38
34,16,6,27,28,39,7
7,24,2,2,10,36,36
10,17,8,24,23,22,12
16,15,23,16,12,21,31
17,24,20,1,14,7,18
27,22,9,4,20,35,37
4,22,1,15,9,14,6
4,35,15,13,39,7,8
5,34,34,40,3,3,6
0,19,5,8,8,31,46
21,20,21,21,18,6,11
7,13,19,21,22,25,9
1,7,13,8,0,22,21
36,38,18,14,2,16,14
4,20,22,28,27,18,13
20,30,8,6,3,28,3
17,13,14,29,6,38,15
28,21,7,15,13,15,13
18,18,19,3,10,7,36
18,29,36,17,4,26,26
24,27,37,22,32,33,4
35,3,12,36,13,25,13
32,32,12,21,33,20,11
