60,15,50
387,659,203,493,798,937,460,451,765,514,131,877,907,72,708
8,5,14,3,6,4,3,2,13,4,3,8,12,2,1,21
4,12,11,5,16,5,15,15,12,13,1,4,0,3,7,38
11,16,2,8,2,7,2,9,4,6,10,11,10,16,11,33
10,2,4,1,9,14,3,1,1,16,7,12,16,11,0,0
0,5,11,6,7,16,7,8,14,1,12,14,7,15,10,4
3,6,15,0,14,13,14,7,3,5,14,2,0,11,16,17
2,8,0,0,15,13,4,7,15,14,16,12,11,11,7,10
6,3,8,13,12,2,1,15,16,13,8,7,2,15,1,21
1,2,7,11,16,11,15,2,2,3,0,10,1,15,10,18
7,9,4,7,11,13,3,9,3,16,10,0,15,6,1,41
6,13,11,5,12,1,10,7,6,4,16,10,4,8,6,16
1,12,14,10,5,15,0,9,9,16,2,12,12,15,9,48
4,12,2,8,0,13,6,5,14,12,4,13,4,2,8,35
5,15,12,12,13,16,2,12,5,0,9,14,10,10,10,35
0,2,16,2,15,8,4,2,4,12,4,10,12,6,15,28
5,14,4,2,3,11,10,4,12,6,0,10,9,13,14,13
16,6,10,3,5,9,14,11,14,8,8,16,11,7,8,42
15,5,0,5,8,2,2,4,16,10,2,16,15,4,3,40
15,12,16,12,11,2,0,0,4,6,1,10,12,15,9,42
4,5,2,13,5,10,0,3,2,3,6,10,10,7,7,14
6,1,3,2,15,5,10,7,12,2,15,5,15,12,2,13
10,0,9,14,2,15,13,1,9,15,8,7,2,1,12,6
7,15,0,7,7,4,1,13,6,3,2,5,10,9,2,36
14,11,15,0,10,5,15,2,5,12,11,12,4,14,2,8
8,9,6,2,9,4,9,10,15,8,16,10,9,5,0,10
0,8,16,14,9,11,1,6,0,0,16,6,0,0,7,1
16,12,7,4,4,8,12,13,7,16,12,12,9,6,13,29
14,12,11,3,2,7,0,13,6,5,4,9,10,14,6,42
5,6,15,11,14,13,16,1,9,10,14,9,12,3,2,32
9,14,4,15,2,0,3,11,7,2,4,7,8,12,9,26
1,2,6,3,2,9,2,11,14,9,8,16,15,5,14,26
12,2,1,4,12,7,16,7,5,10,10,1,14,8,16,48
7,3,11,0,15,1,14,12,8,15,2,4,10,3,12,14
2,9,2,16,3,4,16,2,2,14,14,14,2,3,14,45
8,4,2,13,3,0,11,14,7,12,12,10,12,16,5,19
4,9,14,10,0,11,7,11,6,0,10,14,10,12,16,23
16,1,3,1,7,2,6,8,15,6,7,2,13,13,3,33
5,4,8,4,0,1,3,14,1,7,13,3,9,3,12,9
4,16,8,15,13,3,6,1,13,16,16,5,8,12,9,41
6,3,12,13,5,7,9,14,7,4,12,4,11,9,10,0
4,4,3,11,3,9,1,15,10,6,14,3,14,3,12,48
1,0,9,10,8,14,3,7,12,6,0,10,13,0,4,11
4,6,10,12,1,9,11,10,8,16,4,1,11,13,12,31
5,14,13,9,3,2,2,10,11,11,4,16,1,4,6,26
0,12,2,4,1,12,12,10,6,10,16,13,7,0,15,9
6,15,3,13,8,1,3,16,1,0,3,12,15,0,6,26
7,14,14,9,0,8,2,5,11,12,8,8,13,8,9,22
10,7,5,0,8,3,12,13,1,15,4,15,12,7,1,34
3,4,6,10,16,15,13,5,16,13,4,16,3,15,5,28
11,6,3,4,13,12,11,9,0,6,5,5,16,9,3,44
2,9,6,0,4,8,3,7,1,15,2,11,15,9,11,6
7,7,8,16,13,5,9,7,14,15,8,12,10,8,4,19
15,5,5,2,6,8,16,3,0,1,1,11,4,16,7,28
16,10,16,1,12,5,2,4,0,3,7,6,15,14,10,16
14,12,9,16,2,15,6,11,11,8,12,4,14,3,6,13
13,14,8,15,8,0,12,7,16,5,8,5,8,16,11,15
2,10,12,11,1,1,13,5,8,5,5,5,11,7,9,22
4,1,2,4,2,5,3,4,8,0,16,10,0,15,14,35
16,11,16,9,15,11,10,8,4,4,2,11,5,12,5,37
14,7,16,3,2,0,9,7,9,9,8,13,16,10,1220,18
