35,6,50
581,636,649,170,950,251
18,14,4,16,4,15,38
27,15,6,27,18,4,9
28,6,6,12,13,21,5
24,23,3,2,4,17,11
26,13,13,16,27,27,50
13,23,3,19,3,0,17
22,0,21,14,7,2,47
10,16,9,14,26,9,43
27,7,5,21,12,28,10
7,28,19,10,1,14,50
20,5,2,11,1,22,38
7,12,6,28,1,21,9
11,20,16,17,25,6,38
10,17,9,16,14,22,21
11,14,6,24,9,28,11
8,11,26,17,19,8,41
26,28,28,11,10,10,17
8,14,5,28,1,27,31
20,0,16,22,17,18,0
5,5,0,21,10,15,24
24,13,17,19,24,20,36
9,27,27,6,20,24,28
11,24,5,17,12,2,31
7,23,20,5,20,22,31
10,4,28,13,21,5,13
18,1,21,17,23,24,0
19,12,11,26,22,4,39
1,17,18,7,7,13,17
28,0,11,20,24,25,10
23,18,20,5,27,2,29
1,28,6,19,28,23,12
12,2,27,5,27,24,2
7,11,28,17,26,1,43
27,12,3,8,11,28,47
24,25,25,24,22,109,20
