30,5,50
689,603,238,651,425
17,23,11,23,9,7
24,3,18,1,15,21
13,3,24,0,5,5
11,18,17,32,25,4
3,14,25,13,23,14
13,23,24,16,17,3
30,7,12,16,13,30
5,10,29,15,18,50
20,31,33,18,31,30
20,14,28,18,22,5
21,18,3,12,16,47
17,29,9,12,11,26
20,0,11,29,19,5
17,26,21,20,17,37
1,30,28,4,6,19
4,16,26,16,11,39
0,25,17,26,32,27
8,22,20,16,4,37
26,20,21,3,26,1
27,24,22,3,2,22
10,18,5,31,31,48
5,13,19,3,9,46
18,22,26,20,33,50
20,23,31,31,4,45
11,2,9,4,21,19
25,3,33,0,17,49
32,33,33,7,12,16
4,28,20,22,0,36
26,23,1,16,27,5
16,26,13,3,100,0
